ST_NAME,YEAR,AC_NO,POSITION,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
Karnataka,1999,82,5,BASAVANAGUDI,GEN,DR. (MRS.) PADMACHARI,F,,,IND,463
Karnataka,1999,82,6,BASAVANAGUDI,GEN,H S SUBBARAO,M,,,IND,328
Karnataka,1999,82,7,BASAVANAGUDI,GEN,K.N RAMAKRISHNA RAO,M,,,NCP,287
Karnataka,1999,82,8,BASAVANAGUDI,GEN,NAGARAJ,M,,,IND,202
Karnataka,1999,82,9,BASAVANAGUDI,GEN,K.R ASWATHNARAYANA RAO,M,,,IND,163
Karnataka,1999,82,10,BASAVANAGUDI,GEN,B.N SHESHADRI,M,,,AJBP,109
Karnataka,1999,83,1,JAYANAGAR,GEN,RAMALINGA REDDY,M,,,INC,67604
Karnataka,1999,83,2,JAYANAGAR,GEN,B N VIAJAYAKUMAR,M,,,BJP,53673
Karnataka,1999,83,3,JAYANAGAR,GEN,D CHANDRAPPA,M,,,IND,13473
Karnataka,1999,83,4,JAYANAGAR,GEN,SHAHTAJ KHANAN,F,,,JD(S),3929
Karnataka,1999,83,5,JAYANAGAR,GEN,NASEER PASHA,M,,,IND,1048
Karnataka,1999,84,1,SHANTI NAGAR,SC,M MUNISWAMY,M,,,INC,35751
Karnataka,1999,84,2,SHANTI NAGAR,SC,S.RAGHU,M,,,BJP,28418
Karnataka,1999,84,3,SHANTI NAGAR,SC,DG HEMAVATHY,F,,,JD(U),9393
Karnataka,1999,84,4,SHANTI NAGAR,SC,L BORAIAH,M,,,JD(S),2674
Karnataka,1999,84,5,SHANTI NAGAR,SC,A CHANDRASHEKAR,M,,,IND,863
Karnataka,1999,84,6,SHANTI NAGAR,SC,D VIJAYAKUMAR,M,,,IND,546
Karnataka,1999,84,7,SHANTI NAGAR,SC,G OMPRAKASH,M,,,IND,265
Karnataka,1999,85,1,SHIVAJINAGAR,GEN,KATTA SUBRAMANYA NAIDU,M,,,BJP,28756
Karnataka,1999,85,2,SHIVAJINAGAR,GEN,K GOVINDARAJ,M,,,INC,18203
Karnataka,1999,85,3,SHIVAJINAGAR,GEN,MAHABOOB KHAN,M,,,JD(S),1417
Karnataka,1999,85,4,SHIVAJINAGAR,GEN,IRSHAD AHMED,M,,,IND,431
Karnataka,1999,85,5,SHIVAJINAGAR,GEN,S HARE KISHEN,M,,,IND,339
Karnataka,1999,85,6,SHIVAJINAGAR,GEN,M MAHADEVA,M,,,IND,199
Karnataka,1999,85,7,SHIVAJINAGAR,GEN,HANEEFUDDIN,M,,,IND,183
Karnataka,1999,85,8,SHIVAJINAGAR,GEN,IMTIYAZ,M,,,IND,115
Karnataka,1999,86,1,BHARATHINAGAR,GEN,J ALEXANDER,M,,,INC,23466
Karnataka,1999,86,2,BHARATHINAGAR,GEN,R PRADEEP KUMAR REDDY,M,,,JD(U),13067
Karnataka,1999,86,3,BHARATHINAGAR,GEN,M NARAYANAGOWDA,M,,,BJP,11276
Karnataka,1999,86,4,BHARATHINAGAR,GEN,N RAJANNA,M,,,JD(S),7220
Karnataka,1999,86,5,BHARATHINAGAR,GEN,M PAREE,M,,,IND,7187
Karnataka,1999,86,6,BHARATHINAGAR,GEN,VA PUGAZHENDI,M,,,ADMK,850
Karnataka,1999,86,7,BHARATHINAGAR,GEN,HARBANSINGH,M,,,IND,690
Karnataka,1999,86,8,BHARATHINAGAR,GEN,S ABDULLA,M,,,IND,300
Karnataka,1999,86,9,BHARATHINAGAR,GEN,P BALU,M,,,IND,133
Karnataka,1999,87,1,JAYAMAHAL,GEN,R ROSHAN BAIG,M,,,INC,41990
Karnataka,1999,87,2,JAYAMAHAL,GEN,JEEVARAJ ALVA,M,,,JD(U),36070
Karnataka,1999,87,3,JAYAMAHAL,GEN,R KRISHNAPPA,M,,,JD(S),9894
Karnataka,1999,87,4,JAYAMAHAL,GEN,SYAD JALEEL AHAMED,M,,,IND,992
Karnataka,1999,87,5,JAYAMAHAL,GEN,MK BALARAMAN,M,,,ADMK,991
Karnataka,1999,87,6,JAYAMAHAL,GEN,A SATHYA,M,,,IND,823
Karnataka,1999,87,7,JAYAMAHAL,GEN,MUSTAK AHAMED,M,,,IND,646
Karnataka,1999,87,8,JAYAMAHAL,GEN,M VENKATESHA,M,,,IND,331
Karnataka,1999,87,9,JAYAMAHAL,GEN,CK RANGASWAMY,M,,,IND,269
Karnataka,1999,87,10,JAYAMAHAL,GEN,N JAGANATH,M,,,IND,197
Karnataka,1999,88,1,YELAHANKA,SC,B PRASANNA KUMAR,M,,,INC,124593
Karnataka,1999,88,2,YELAHANKA,SC,C MUNIYAPPA,M,,,BJP,85108
Karnataka,1999,88,3,YELAHANKA,SC,SHIVARAJU,M,,,JD(U),19604
Karnataka,1999,88,4,YELAHANKA,SC,RAMAKRISHNA M,M,,,JD(S),7325
Karnataka,1999,88,5,YELAHANKA,SC,R EAZILAN,M,,,ADMK,2738
Karnataka,1999,88,6,YELAHANKA,SC,R SARAVANAN,M,,,IND,2536
Karnataka,1999,88,7,YELAHANKA,SC,T KRISHNAMURTHY,M,,,IND,931
Karnataka,1999,88,8,YELAHANKA,SC,SM RAJU,M,,,IND,892
Karnataka,1999,88,9,YELAHANKA,SC,M KUTTI,M,,,IND,869
Karnataka,1999,88,10,YELAHANKA,SC,M BALAN,M,,,IND,857
Karnataka,1999,88,11,YELAHANKA,SC,V MURTHY,M,,,IND,640
Karnataka,1999,89,1,UTTARAHALLI,GEN,R ASHOKA,M,,,BJP,230914
Karnataka,1999,89,2,UTTARAHALLI,GEN,S RAMESH,M,,,INC,207009
Karnataka,1999,89,3,UTTARAHALLI,GEN,D MUNIRAJU,M,,,JD(S),18471
Karnataka,1999,89,4,UTTARAHALLI,GEN,B PRASAD,M,,,IND,1879
Karnataka,1999,89,5,UTTARAHALLI,GEN,R RAMESH,M,,,IND,1866
Karnataka,1999,89,6,UTTARAHALLI,GEN,M RAMAKRISHNA HEGDE,M,,,IND,1232
Karnataka,1999,89,7,UTTARAHALLI,GEN,TM POONACHA,M,,,CPI(ML)(L),1127
Karnataka,1999,89,8,UTTARAHALLI,GEN,HM RAJAKUMAR,M,,,IND,678
Karnataka,1999,89,9,UTTARAHALLI,GEN,H CHANDRAKUMAR,M,,,IND,593
Karnataka,1999,90,1,VARTHUR,GEN,A KRISHNAPPA,M,,,INC,109076
Karnataka,1999,90,2,VARTHUR,GEN,ASHWATHNARAYANA REDDY,M,,,JD(U),82975
Karnataka,1999,90,3,VARTHUR,GEN,M SHANKAR,M,,,JD(S),7103
Karnataka,1999,90,4,VARTHUR,GEN,GOPALA GOWDA HN,M,,,CPM,6876
Karnataka,1999,90,5,VARTHUR,GEN,RAMANUJ SINGH,M,,,IND,2087
Karnataka,1999,90,6,VARTHUR,GEN,K SATHYA NARAYANA,M,,,IND,1881
Karnataka,1999,90,7,VARTHUR,GEN,IP MUNIYAPPA,M,,,IND,1684
Karnataka,1999,90,8,VARTHUR,GEN,A KRISHNAPPA,M,,,IND,1654
Karnataka,1999,91,1,KANAKAPURA,GEN,PGR SINDHIA,M,,,JD(U),48164
Karnataka,1999,91,2,KANAKAPURA,GEN,NARAYANAGOWDA,M,,,JD(S),24436
Karnataka,1999,91,3,KANAKAPURA,GEN,MARILINGEGOWDA,M,,,INC,23653
Karnataka,1999,91,4,KANAKAPURA,GEN,T DURGAIAH,M,,,SYP,2764
Karnataka,1999,91,5,KANAKAPURA,GEN,RS NARASE GOWDA,M,,,IND,587
Karnataka,1999,92,1,SATHANUR,GEN,DK SHIVAKUMAR,M,,,INC,56050
Karnataka,1999,92,2,SATHANUR,GEN,"HD KUMARASWAMY,",M,,,JD(S),41663
Karnataka,1999,92,3,SATHANUR,GEN,HR BASAVARAJU,M,,,BJP,3934
Karnataka,1999,92,4,SATHANUR,GEN,CHELUVAIAH,M,,,BSP,939
Karnataka,1999,93,1,CHANNAPATNA,GEN,CP YOGESHWAR,M,,,IND,50716
Karnataka,1999,93,2,CHANNAPATNA,GEN,SADATH ALI KHAN,M,,,INC,31888
Karnataka,1999,93,3,CHANNAPATNA,GEN,M VARDEGOWDA,M,,,JD(S),16269
Karnataka,1999,93,4,CHANNAPATNA,GEN,TP PUTTA SIDDEGOWDA,M,,,BJP,11350
Karnataka,1999,94,1,RAMANAGARAM,GEN,C.M. LINGAPPA,M,,,INC,46553
Karnataka,1999,94,2,RAMANAGARAM,GEN,D. GIRIGOWDA,M,,,BJP,26400
Karnataka,1999,94,3,RAMANAGARAM,GEN,C. HONAPPA,M,,,JD(S),23701
Karnataka,1999,94,4,RAMANAGARAM,GEN,SHEDHADRI (SHASHI),M,,,IND,8111
Karnataka,1999,94,5,RAMANAGARAM,GEN,PUTTAMASTHIGOWDA,M,,,IND,3581
Karnataka,1999,94,6,RAMANAGARAM,GEN,CHANDRASHEKAR B.K,M,,,JD(U),2258
Karnataka,1999,95,1,MAGADI,GEN,H.M. REVANNA,M,,,INC,52802
Karnataka,1999,95,2,MAGADI,GEN,H.C. BALAKRISHNA S/O H.G. CHANNAPPA,M,,,BJP,47707
Karnataka,1999,95,3,MAGADI,GEN,H.R. KEMEGOWDA S/O LATE RAMEGOWDA,M,,,JD(S),8094
Karnataka,1999,95,4,MAGADI,GEN,DODDAIAH S/O LATE NANJAIAH,M,,,BSP,519
Karnataka,1999,95,5,MAGADI,GEN,A. GANGADHARAIAH S/O ANDANAIAH,M,,,IND,271
Karnataka,1999,95,6,MAGADI,GEN,J. LINGAIAH S/O JOGAIAH,M,,,IND,53
Karnataka,1999,96,1,NELAMANGALA,SC,ANJANA MURTHY,M,,,INC,64682
Karnataka,1999,96,2,NELAMANGALA,SC,DR.M.SHANKARANAYAK,M,,,JD(U),30925
Karnataka,1999,96,3,NELAMANGALA,SC,KEMPAMMA,F,,,JD(S),3731
Karnataka,1999,97,1,DODDABALLAPUR,GEN,V.KRISHNAPPA,M,,,BJP,62096
Karnataka,1999,97,2,DODDABALLAPUR,GEN,R.G.VENKATACHALAIAH S/O R. GIRIRAO,M,,,INC,47966
Karnataka,1999,97,3,DODDABALLAPUR,GEN,R.CHANDRA TEJASWI S/O C.RAMABHADRAIAH,M,,,CPI,2324
Karnataka,1999,98,1,DEVANAHALLI,SC,MUNINARASIMHAIAH,M,,,INC,61655
Karnataka,1999,98,2,DEVANAHALLI,SC,G. CHANDRANNA,M,,,JD(S),42211
Karnataka,1999,98,3,DEVANAHALLI,SC,M.MUNIYAPPA MUNINANJAPPA,M,,,JD(U),24914
Karnataka,1999,98,4,DEVANAHALLI,SC,M. MUNIYAPPA MUDDURAPPA,M,,,BSP,5103
Karnataka,1999,99,1,HOSAKOTE,GEN,BACHEGOWDA BN,M,,,JD(U),73055
Karnataka,1999,99,2,HOSAKOTE,GEN,MUNEGOWDA,M,,,INC,65752
Karnataka,1999,99,3,HOSAKOTE,GEN,H.J. BACHEGOWDA,M,,,IND,5584
Karnataka,1999,99,4,HOSAKOTE,GEN,N.S.CHANDRAMOHAN,M,,,JD(S),5581
Karnataka,1999,99,5,HOSAKOTE,GEN,MUNGEGOWDA,M,,,IND,1903
Karnataka,1999,100,1,ANEKAL,SC,A. NARAYANASWAMY,M,,,BJP,63713
Karnataka,1999,100,2,ANEKAL,SC,M.P KESHAVAMURTHY S/O PALAPPA,M,,,INC,62152
Karnataka,1999,100,3,ANEKAL,SC,A.KRISHNAPPA S/O LATE ANNAIAHPPA M,M,,,JD(S),6565
Karnataka,1999,100,4,ANEKAL,SC,MUNISHANKARAPPA S/O MUNISWAMY,M,,,BSP,6251
Karnataka,1999,100,5,ANEKAL,SC,C. THOPAIAH S/O CHIKKAMUKURAPPA,M,,,IND,2873
Karnataka,1999,101,1,NAGAMANGALA,GEN,N CHALUVARAYA SWAMY @ SWAMY GOWDA,M,,,JD(S),55643
Karnataka,1999,101,2,NAGAMANGALA,GEN,LR SHIVARAMEGOWDA,M,,,INC,40484
Karnataka,1999,101,3,NAGAMANGALA,GEN,BR NARAYANASWAMY,M,,,IND,2107
Karnataka,1999,101,4,NAGAMANGALA,GEN,MD KRISHNEGOWDA,M,,,IND,1637
Karnataka,1999,101,5,NAGAMANGALA,GEN,BY DHARANENDRABABU,M,,,BJP,1493
Karnataka,1999,101,6,NAGAMANGALA,GEN,T CHANDREGOWDA,M,,,IND,1060
Karnataka,1999,101,7,NAGAMANGALA,GEN,KRISHNEGOWDA,M,,,IND,199
Karnataka,1999,101,8,NAGAMANGALA,GEN,SHIVARAMU,M,,,IND,146
Karnataka,1999,101,9,NAGAMANGALA,GEN,JAYARAMEGOWDA,M,,,IND,135
Karnataka,1999,101,10,NAGAMANGALA,GEN,PARAMESH,M,,,IND,98
Karnataka,1999,101,11,NAGAMANGALA,GEN,TK KEMPEGOWDA,M,,,IND,14
Karnataka,1999,102,1,MADDUR,GEN,SM KRISHNA,M,,,INC,56907
Karnataka,1999,102,2,MADDUR,GEN,M MAHESHCHAND,M,,,JD(U),27448
Karnataka,1999,102,3,MADDUR,GEN,V ASHOK,M,,,KRRS,11775
Karnataka,1999,103,1,KIRUGAVALU,GEN,DC THAMMANNA,M,,,INC,44523
Karnataka,1999,103,2,KIRUGAVALU,GEN,KN NAGEGOWDA,M,,,JD(U),43799
Karnataka,1999,103,3,KIRUGAVALU,GEN,S SHIVANNA,M,,,JD(S),5801
Karnataka,1999,103,4,KIRUGAVALU,GEN,N MAHESH,M,,,BSP,4887
Karnataka,1999,103,5,KIRUGAVALU,GEN,ANDANI,M,,,IND,638
Karnataka,1999,103,6,KIRUGAVALU,GEN,R RAJESHEKARAIAH,M,,,IND,194
Karnataka,1999,104,1,MALAVALLI,SC,B.SOMASHEKAR,M,,,JD(U),27335
Karnataka,1999,104,2,MALAVALLI,SC,P.M.NARENDRA SWAMY S/O P.L.MALLANNA,M,,,INC,22054
Karnataka,1999,104,3,MALAVALLI,SC,K.ANNADANI S/O KENCHAIAH,M,,,JD(S),20826
Karnataka,1999,104,4,MALAVALLI,SC,B. MALLAJAMMA D/O LATE BASAVAIAH,F,,,IND,16604
Karnataka,1999,104,5,MALAVALLI,SC,B.S.PUTTASWAMY S/O SANNAIAH,M,,,IND,4183
Karnataka,1999,104,6,MALAVALLI,SC,V. MARISWAMY S/O VEERAIAH,M,,,IND,1243
Karnataka,1999,104,7,MALAVALLI,SC,B.K.SOMASHEKAR S/O B. KEMPAIAH,M,,,IND,625
Karnataka,1999,105,1,MANDYA,GEN,M.S. ATHMANANDA,M,,,INC,52703
Karnataka,1999,105,2,MANDYA,GEN,M. SRINIVAS,M,,,JD(U),34647
Karnataka,1999,105,3,MANDYA,GEN,V.S. GURUSWAMY,M,,,BSP,2721
Karnataka,1999,105,4,MANDYA,GEN,R. SRINIVASA,M,,,IND,2248
Karnataka,1999,105,5,MANDYA,GEN,ARIFPASHA,M,,,IND,1592
Karnataka,1999,105,6,MANDYA,GEN,B.T. VISHWANATH,M,,,IND,563
Karnataka,1999,106,1,KERAGODU,GEN,H.D. CHOUDAIAH,M,,,IND,35579
Karnataka,1999,106,2,KERAGODU,GEN,D.B. RAMU,M,,,INC,34543
Karnataka,1999,106,3,KERAGODU,GEN,NAGARAJAPPA,M,,,BJP,12780
Karnataka,1999,107,1,SHRIRANGAPATTANA,GEN,PARVATHAMMA SRIKANTAIAH,F,,,INC,47866
Karnataka,1999,107,2,SHRIRANGAPATTANA,GEN,K.S. NANJUNDEGOWDA,M,,,KRRS,25273
Karnataka,1999,107,3,SHRIRANGAPATTANA,GEN,VIJAYALAKSHMAMMA BANDI SIDDEGOWDA,F,,,JD(S),14428
Karnataka,1999,107,4,SHRIRANGAPATTANA,GEN,K. BALARAMU,M,,,BJP,12136
Karnataka,1999,107,5,SHRIRANGAPATTANA,GEN,G.S. SHANKARAIAH,M,,,IND,642
Karnataka,1999,107,6,SHRIRANGAPATTANA,GEN,K. SIDDAPPA,M,,,BSP,581
Karnataka,1999,108,1,PANDAVAPURA,GEN,K. KEMPEGOWDA,M,,,INC,41661
Karnataka,1999,108,2,PANDAVAPURA,GEN,K.S. PUTTARAMAIH,M,,,KRRS,33803
Karnataka,1999,108,3,PANDAVAPURA,GEN,C.S. PUTTARAJU,M,,,JD(S),26192
Karnataka,1999,108,4,PANDAVAPURA,GEN,P JAYADEVA,M,,,BJP,7130
Karnataka,1999,109,1,KRISHNARAJPET,GEN,K.B. CHANDRASHEKAR,M,,,INC,45683
Karnataka,1999,109,2,KRISHNARAJPET,GEN,B.L. DEVARAJU,M,,,JD(S),28802
Karnataka,1999,109,3,KRISHNARAJPET,GEN,B. PRAKASH,M,,,IND,18502
Karnataka,1999,109,4,KRISHNARAJPET,GEN,B. NANJAPPA,M,,,BJP,8297
Karnataka,1999,109,5,KRISHNARAJPET,GEN,K.J. VIJAYAKUMAR,M,,,BSP,4276
Karnataka,1999,110,1,HANUR,GEN,G. RAJUGOWDA,M,,,INC,62314
Karnataka,1999,110,2,HANUR,GEN,H NAGAPPA,M,,,JD(U),46102
Karnataka,1999,110,3,HANUR,GEN,H. MOHANKUMAR,M,,,BSP,1376
Karnataka,1999,110,4,HANUR,GEN,P.M. SHAHAJAHAN,M,,,ADMK,570
Karnataka,1999,110,5,HANUR,GEN,L. SURESH,M,,,IND,403
Karnataka,1999,111,1,KOLLEGAL,SC,G.N.NANJUNDA SWAMY,M,,,INC,29671
Karnataka,1999,111,2,KOLLEGAL,SC,S.BALARAJ,M,,,BJP,24250
Karnataka,1999,111,3,KOLLEGAL,SC,S.JAYANNA,M,,,JD(S),10636
Karnataka,1999,111,4,KOLLEGAL,SC,D.SIDDARAJU,M,,,JD(U),10610
Karnataka,1999,111,5,KOLLEGAL,SC,N.SHIVAMALLU,M,,,BSP,5229
Karnataka,1999,111,6,KOLLEGAL,SC,NARAYANA,M,,,IND,1748
Karnataka,1999,111,7,KOLLEGAL,SC,CHIKKASIDDAIAH,M,,,IND,1326
Karnataka,1999,111,8,KOLLEGAL,SC,VIJAYAKUMARI,F,,,KCVP,726
Karnataka,1999,112,1,BANNUR,GEN,K.M.CHIKKAMADA NAIK,M,,,INC,45706
Karnataka,1999,112,2,BANNUR,GEN,S.KRISHNAPPA,M,,,JD(S),19060
Karnataka,1999,112,3,BANNUR,GEN,K.MADEGOWDA,M,,,JD(U),12993
Karnataka,1999,112,4,BANNUR,GEN,SHANKARE GOWDA,M,,,BJP,11035
Karnataka,1999,112,5,BANNUR,GEN,H.P. UDAYAKUMAR,M,,,BRPP,2134
Karnataka,1999,112,6,BANNUR,GEN,S.GOVINDARAJU,M,,,IND,2029
Karnataka,1999,112,7,BANNUR,GEN,B. RAMACHANDRA,M,,,IND,356
Karnataka,1999,113,1,T.NARASIPUR,SC,DR.BHARATHI SHANKAR,M,,,BJP,28858
Karnataka,1999,113,2,T.NARASIPUR,SC,H.C. MAHADEVAPPA,M,,,JD(S),21372
Karnataka,1999,113,3,T.NARASIPUR,SC,T.N.NARASIMHA MURTHY,M,,,INC,16798
Karnataka,1999,113,4,T.NARASIPUR,SC,H. VASU,M,,,JD(U),13302
Karnataka,1999,113,5,T.NARASIPUR,SC,SHASHIKALA NAGARAJU,F,,,KCVP,2925
Karnataka,1999,113,6,T.NARASIPUR,SC,K .N. PRAMOD CHANDER,M,,,BSP,552
Karnataka,1999,113,7,T.NARASIPUR,SC,DR.S.M.SHESHANNA,M,,,IND,331
Karnataka,1999,114,1,KRISHNARAJA,GEN,A.RAMADAS,M,,,BJP,29813
Karnataka,1999,114,2,KRISHNARAJA,GEN,M. K.SOMASHEKAR,M,,,JD(S),20061
Karnataka,1999,114,3,KRISHNARAJA,GEN,T.S.RAVISHANKAR,M,,,INC,13511
Karnataka,1999,114,4,KRISHNARAJA,GEN,M.SUNEEL,M,,,KCVP,797
Karnataka,1999,114,5,KRISHNARAJA,GEN,DR. S.M SHESHANNA,M,,,IND,697
Karnataka,1999,114,6,KRISHNARAJA,GEN,H.V.VENKATESUBBARAO,M,,,IND,422
Karnataka,1999,115,1,CHAMARAJA,GEN,H.S. SHANKARALINGE GOWDA,M,,,BJP,48733
Karnataka,1999,115,2,CHAMARAJA,GEN,VASU,M,,,INC,26412
Karnataka,1999,115,3,CHAMARAJA,GEN,D. DRUVAKUMAR,M,,,JD(S),10931
Karnataka,1999,115,4,CHAMARAJA,GEN,H.K. RAMEGOWDA,M,,,IND,785
Karnataka,1999,115,5,CHAMARAJA,GEN,BINNUKUMARA,M,,,IND,650
Karnataka,1999,116,1,NARASIMHARAJA,GEN,AZEEZ SAIT,M,,,INC,56485
Karnataka,1999,116,2,NARASIMHARAJA,GEN,E.MARUTHI RAO PAWAR,M,,,BJP,42516
Karnataka,1999,116,3,NARASIMHARAJA,GEN,DR.D. SATYANARAYANA,M,,,JD(S),6517
Karnataka,1999,116,4,NARASIMHARAJA,GEN,D.C. GNANA PRAKASH,M,,,IND,2171
Karnataka,1999,116,5,NARASIMHARAJA,GEN,HUSSENI BAIG,M,,,IND,2088
Karnataka,1999,116,6,NARASIMHARAJA,GEN,B.S. KUMARASWAMY ALIAS BANNUR KUMAR,M,,,IND,732
Karnataka,1999,116,7,NARASIMHARAJA,GEN,C. SWAMY,M,,,IND,706
Karnataka,1999,116,8,NARASIMHARAJA,GEN,M.RAMU,M,,,IND,604
Karnataka,1999,117,1,CHAMUNDESHWARI,GEN,A.S. GURUSWAMY,M,,,INC,57107
Karnataka,1999,117,2,CHAMUNDESHWARI,GEN,SIDDARAMAIAH,M,,,JD(S),50907
Karnataka,1999,117,3,CHAMUNDESHWARI,GEN,APPANNA,M,,,BJP,45855
Karnataka,1999,117,4,CHAMUNDESHWARI,GEN,B. CHANDRA,M,,,IND,5085
Karnataka,1999,117,5,CHAMUNDESHWARI,GEN,NAGANAHALLI S N KRISHNA,M,,,IND,4438
Karnataka,1999,117,6,CHAMUNDESHWARI,GEN,KALAMANDIRA GOVINDARAJU,M,,,IND,2622
Karnataka,1999,118,1,NANJANGUD,GEN,M. MAHADEV,M,,,INC,34701
Karnataka,1999,118,2,NANJANGUD,GEN,D.T.JAYAKUMAR,M,,,JD(S),26703
Karnataka,1999,118,3,NANJANGUD,GEN,L.N.SHIVAYOGI,M,,,JD(U),23399
Karnataka,1999,118,4,NANJANGUD,GEN,DR.C.N. MRUTHYUNJAYAPPA,M,,,BJP,3818
Karnataka,1999,118,5,NANJANGUD,GEN,"T.SRIKANTA,ADVOCATE",M,,,IND,1944
Karnataka,1999,118,6,NANJANGUD,GEN,S.SUNDER,M,,,IND,1900
Karnataka,1999,118,7,NANJANGUD,GEN,B.A.SHIVASHANKAR,M,,,IND,1355
Karnataka,1999,118,8,NANJANGUD,GEN,M.N.MAHADEVASWAMI,M,,,IND,396
Karnataka,1999,119,1,SANTHEMARAHALLI,SC,A.R.KRISHNAMURTHY,M,,,JD(U),33977
Karnataka,1999,119,2,SANTHEMARAHALLI,SC,R.DHRUVANANARAYANA,M,,,BJP,28071
Karnataka,1999,119,3,SANTHEMARAHALLI,SC,CM MAHADEDEVAPPA,M,,,INC,10803
Karnataka,1999,119,4,SANTHEMARAHALLI,SC,S.MAHADEVAIAH,M,,,JD(S),8327
Karnataka,1999,120,1,CHAMARAJANAGAR,GEN,C GURUSWAMY,M,,,BJP,46300
Karnataka,1999,120,2,CHAMARAJANAGAR,GEN,VATAL NAGARAJ,M,,,KCVP,28781
Karnataka,1999,120,3,CHAMARAJANAGAR,GEN,GM GADKAR,M,,,INC,19384
Karnataka,1999,120,4,CHAMARAJANAGAR,GEN,HANUMANTHASHETTY,M,,,JD(S),4614
Karnataka,1999,120,5,CHAMARAJANAGAR,GEN,CM KRISHNAMURTHY,M,,,BSP,3292
Karnataka,1999,120,6,CHAMARAJANAGAR,GEN,HB MAHADEVASWAMY,M,,,KRRS,2092
Karnataka,1999,120,7,CHAMARAJANAGAR,GEN,SHA.MURULI,M,,,IND,767
Karnataka,1999,120,8,CHAMARAJANAGAR,GEN,CS BASAVARAJU,M,,,IND,410
Karnataka,1999,121,1,GUNDLUPET,GEN,HS MAHADEVA PRASAD,M,,,JD(U),46757
Karnataka,1999,121,2,GUNDLUPET,GEN,HS NANJAPPA,M,,,INC,21776
Karnataka,1999,121,3,GUNDLUPET,GEN,CM SHIVAMALLAPPA,M,,,IND,21748
Karnataka,1999,121,4,GUNDLUPET,GEN,MUNIRAJU BM,M,,,JD(S),13049
Karnataka,1999,122,1,HEGGADADEVANKOTE,SC,M SHIVANNA,M,,,INC,45136
Karnataka,1999,122,2,HEGGADADEVANKOTE,SC,M P VENKATESH,M,,,IND,29268
Karnataka,1999,122,3,HEGGADADEVANKOTE,SC,C NANJUNDA MURTHY,M,,,BJP,16832
Karnataka,1999,122,4,HEGGADADEVANKOTE,SC,DEVANOORU SHIVAMALLU,M,,,JD(S),15861
Karnataka,1999,122,5,HEGGADADEVANKOTE,SC,M SHIVANAGARAYA,M,,,IND,2076
Karnataka,1999,122,6,HEGGADADEVANKOTE,SC,B PRAKASH,M,,,BSP,1977
Karnataka,1999,122,7,HEGGADADEVANKOTE,SC,JAVARAIAH,M,,,CPI(ML)(L),1507
Karnataka,1999,122,8,HEGGADADEVANKOTE,SC,N NANJAIAH,M,,,IND,1341
Karnataka,1999,123,1,HUNSUR,GEN,V PAPANNA,M,,,BJP,35046
Karnataka,1999,123,2,HUNSUR,GEN,CHIKKAMADU S,M,,,IND,32256
Karnataka,1999,123,3,HUNSUR,GEN,G T DEVEGOWDA,M,,,JD(S),31051
Karnataka,1999,123,4,HUNSUR,GEN,CHANDRAPRABHA URS,F,,,INC,21736
Karnataka,1999,123,5,HUNSUR,GEN,C D RAJU,M,,,BRPP,2418
Karnataka,1999,124,1,KRISHNARAJANAGARA,GEN,H VISHWANATHA,M,,,INC,58161
Karnataka,1999,124,2,KRISHNARAJANAGARA,GEN,MAHADEVA,M,,,JD(S),25168
Karnataka,1999,124,3,KRISHNARAJANAGARA,GEN,S A GOVINDARAJU,M,,,BJP,24546
Karnataka,1999,125,1,PIRIYAPATNA,GEN,H C BASAVARAJU,M,,,BJP,43399
Karnataka,1999,125,2,PIRIYAPATNA,GEN,K S KALAMARIGOWDA,M,,,INC,40320
Karnataka,1999,125,3,PIRIYAPATNA,GEN,K VENKATESHA,M,,,JD(S),34398
Karnataka,1999,125,4,PIRIYAPATNA,GEN,T M NAGARAJU,M,,,IND,6199
Karnataka,1999,126,1,VIRAJPET,ST,SUMA VASANTHA,F,,,INC,29136
Karnataka,1999,126,2,VIRAJPET,ST,BASAVARAJU MD,M,,,BJP,24867
Karnataka,1999,126,3,VIRAJPET,ST,K.B. SHANTHAPPA,M,,,JD(S),4271
Karnataka,1999,126,4,VIRAJPET,ST,PUSHKARA G.S.,M,,,IND,669
Karnataka,1999,126,5,VIRAJPET,ST,J.P. RAJU,M,,,BSP,567
Karnataka,1999,127,1,MADIKERI,GEN,MUNDANDA M NANAIAH,M,,,INC,26052
Karnataka,1999,127,2,MADIKERI,GEN,DAMBEKODI S MADAPPA,M,,,IND,21432
Karnataka,1999,127,3,MADIKERI,GEN,K.G. BOPAIAH,M,,,BJP,17178
Karnataka,1999,127,4,MADIKERI,GEN,T.P. RAMESH,M,,,IND,8774
Karnataka,1999,127,5,MADIKERI,GEN,FIAZ AHAMAD,M,,,JD(S),1976
Karnataka,1999,128,1,SOMWARPET,GEN,APPACHU RANJAN M.P.,M,,,BJP,35768
Karnataka,1999,128,2,SOMWARPET,GEN,JEEVIJAYA,M,,,IND,32195
Karnataka,1999,128,3,SOMWARPET,GEN,K.P. CHANDRAKALA,F,,,INC,20730
Karnataka,1999,128,4,SOMWARPET,GEN,CHINNAPPA R.K.,M,,,JD(S),1675
Karnataka,1999,128,5,SOMWARPET,GEN,KALIVEERA J SRIDHARA,M,,,BSP,607
