ST_NAME,YEAR,AC_NO,POSITION,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
Karnataka,1957,1,1,ATHANI,GEN,PAWAR JAYAWANTRAO BHOJRAO,M,,,IND,14384
Karnataka,1957,1,2,ATHANI,GEN,DALVAI NINGAPPA BAHADUR,M,,,INC,8730
Karnataka,1957,2,1,RAYBAG,SC,PATIL VASANTRAO LAKHGOUDA,M,,,IND,37070
Karnataka,1957,2,2,RAYBAG,SC,TALWALKAR SAMPATRAO PRADHANJI (SC),M,,,SCF,32553
Karnataka,1957,2,3,RAYBAG,SC,SHAH BALACHANDRA PREMCHANDRA,M,,,INC,23152
Karnataka,1957,2,4,RAYBAG,SC,KAMBALE SHIVRUDRAPPA UDAPA (SC),M,,,INC,18593
Karnataka,1957,2,5,RAYBAG,SC,SHETTI SHRIMANDAR BALAPPA,M,,,IND,2259
Karnataka,1957,3,1,SADALGA,GEN,KHOT BALAJI GOVIND,M,,,IND,17714
Karnataka,1957,3,2,SADALGA,GEN,GUNJAL PADMAPPA HIRIYAPPA,M,,,INC,17529
Karnataka,1957,4,1,CHIKKODI,GEN,KOTHAVALE SHANKAR RAO DADA SAHEB ALIAS DADOBA,M,,,INC,14766
Karnataka,1957,4,2,CHIKKODI,GEN,SHETTI MALLAPPA VEERAPPA,M,,,IND,13545
Karnataka,1957,5,1,NIPPANI,GEN,NAIK BALVANT DATTOBA,M,,,IND,26069
Karnataka,1957,5,2,NIPPANI,GEN,PATIL PANDURANG PARASHRAM,M,,,INC,7737
Karnataka,1957,5,3,NIPPANI,GEN,JOSHI GOVIND SADASHIV,M,,,IND,430
Karnataka,1957,6,1,HUKKERI,SC,PATIL MALAGOUDA PUNAGOUDA,M,,,INC,29716
Karnataka,1957,6,2,HUKKERI,SC,BHOGALE CHAMPABAI PIRAJI (SC),F,,,INC,26097
Karnataka,1957,6,3,HUKKERI,SC,PATIL BAPUSAHEB NANASAHEB,M,,,IND,16172
Karnataka,1957,6,4,HUKKERI,SC,TIPAKURLE BANDOPANT DHONDIRAM (SC),M,,,SCF,13812
Karnataka,1957,6,5,HUKKERI,SC,MALANGE APPAJI LAGAMA,M,,,IND,2407
Karnataka,1957,7,1,BELGAUM,GEN,SUNTHANKAR BALAKRISHNA RANGRAO,M,,,IND,22179
Karnataka,1957,7,2,BELGAUM,GEN,QAZI MOHAMED HUSAIN MOHAMED SAHEB,M,,,INC,15915
Karnataka,1957,8,1,BELGAUM I,GEN,PATIL VITHAL SHITARAM,M,,,PWP,18016
Karnataka,1957,8,2,BELGAUM I,GEN,PATIL VITHALRAO KALAJIRAO,M,,,INC,12063
Karnataka,1957,9,1,BELGAUM I I,GEN,SAMAJI NAGENDRA OMANA,M,,,PWP,17446
Karnataka,1957,9,2,BELGAUM I I,GEN,PATIL SHIYANGOUD BABAGOUD,M,,,INC,15549
Karnataka,1957,10,1,GOKAK I,GEN,KARLINGANNAVAR NINGAPPA APPAYYA,M,,,INC,19384
Karnataka,1957,10,2,GOKAK I,GEN,HIDKAL GANGADHAR RAMAPPA,M,,,BJS,6497
Karnataka,1957,11,1,GOKAK II,GEN,PANCHAGAVI APPANNA RAMAPPA,M,,,INC,14141
Karnataka,1957,11,2,GOKAK II,GEN,NAYAK NAYAKAPPA RTAYAPPA,M,,,IND,3141
Karnataka,1957,11,3,GOKAK II,GEN,KONNUR SHANTHARAYAN S.,M,,,PSP,1730
Karnataka,1957,12,1,RAMDURG,GEN,PATTAN MAHADEVAPPA SHIVABASAPPA,M,,,IND,17212
Karnataka,1957,12,2,RAMDURG,GEN,TIMMARADDI VENKARADDI SHIDDARADDI,M,,,INC,12147
Karnataka,1957,13,1,PARASGAD,GEN,PADAKI SHANKAR RAO BINDOO RAO,M,,,IND,16274
Karnataka,1957,13,2,PARASGAD,GEN,KAMAT PRAMILA SHRIRANG,F,,,INC,14610
Karnataka,1957,14,1,SAMPAGAON I,GEN,JOUJALGI HEMAPPA VIRABHADRAPPA,M,,,INC,21461
Karnataka,1957,14,2,SAMPAGAON I,GEN,HOSUR MADIVALAPPA LINGAPPA,M,,,PSP,8474
Karnataka,1957,15,1,SAMPGAON II,GEN,NAGNUR MUGATSAB NABISAB,M,,,INC,
Karnataka,1957,16,1,KHANAPUR,GEN,BIRJE LAXMAN BALAJI,M,,,IND,26401
Karnataka,1957,16,2,KHANAPUR,GEN,ARAGAVI BASAPPA SHIDDALINGAPPA,M,,,INC,12822
Karnataka,1957,17,1,KARWAR,GEN,GAONKAR SAKHARAM DATTATRAYA,M,,,INC,11832
Karnataka,1957,17,2,KARWAR,GEN,PAWAR GOPINATH VITHOBA,M,,,IND,11340
Karnataka,1957,17,3,KARWAR,GEN,KADAM BALSU PURSO,M,,,PSP,4758
Karnataka,1957,17,4,KARWAR,GEN,NAIK KRISHNA NARAYAN,M,,,IND,3394
Karnataka,1957,18,1,ANKOLA,GEN,KAMAT RAMCHANDRA GOPAL,M,,,INC,16715
Karnataka,1957,18,2,ANKOLA,GEN,GUNAGA SHIVA BOMMU,M,,,PSP,9657
Karnataka,1957,18,3,ANKOLA,GEN,BALGI VASUDEV VENKATRAMAN,M,,,IND,4534
Karnataka,1957,19,1,KUMTA,GEN,MIRJANKAR VASANTALATA V.,F,,,INC,14034
Karnataka,1957,19,2,KUMTA,GEN,CHITTAL DAMODHAR VITHOBA,M,,,PSP,8938
Karnataka,1957,19,3,KUMTA,GEN,NAIK DEVAPPA AYYU,M,,,IND,3459
Karnataka,1957,19,4,KUMTA,GEN,HEGDE SHRIDHAR ISHWAR,M,,,IND,2385
Karnataka,1957,19,5,KUMTA,GEN,SHANBHAG SITARAM NAGAPPA,M,,,IND,1702
Karnataka,1957,20,1,HONAWAR,GEN,JUKAKU SHAMSUDDIN HUSSAIN SAB,M,,,INC,16172
Karnataka,1957,20,2,HONAWAR,GEN,NAIK DEVENDRA KALINGA,M,,,PSP,10287
Karnataka,1957,20,3,HONAWAR,GEN,KAMAT VASUDEO RAMA,M,,,IND,4824
Karnataka,1957,21,1,SIRSI,GEN,DODMANE HEGDE RAMAKRISHNA MAHABLESHWAR,M,,,INC,21974
Karnataka,1957,21,2,SIRSI,GEN,DHAKAPPA SHRIRAM SHESHGIRI,M,,,PSP,7166
Karnataka,1957,21,3,SIRSI,GEN,NEJJUR SHANMUKH SADASHIV,M,,,IND,1110
Karnataka,1957,22,1,HIREKERUR,GEN,GUBBI SHANKARRAO BASALINGAPPA GOUDA,M,,,INC,18137
Karnataka,1957,22,2,HIREKERUR,GEN,PATIL BASALINGAPPAGOUDA DODGOUDA,M,,,IND,10060
Karnataka,1957,22,3,HIREKERUR,GEN,NEWSI BASAVANNAPPA SOMAPPA,M,,,IND,2065
Karnataka,1957,23,1,RANIBENNUR,SC,PATIL KALLANAGOUDA FAKIRAGOUDA,M,,,INC,33937
Karnataka,1957,23,2,RANIBENNUR,SC,SAMBRANI YALLAWWA W/O DHARMAPPA (SC),F,,,INC,28988
Karnataka,1957,23,3,RANIBENNUR,SC,MADAPURMATH PANCHAZARAYYA PUTTAYYA,M,,,IND,19804
Karnataka,1957,23,4,RANIBENNUR,SC,GABBUR MALLAPPA SHETTAPPA (SC),M,,,IND,12624
Karnataka,1957,24,1,HANGAL,GEN,PATIL BASANGOUDA RUDRAGOUDA,M,,,IND,13152
Karnataka,1957,24,2,HANGAL,GEN,SINDHUR SIDDAPPA CHANDBASAPPA,M,,,INC,12303
Karnataka,1957,25,1,SHIGGAON,GEN,PATIL RUDGRAGOUDA CHANBASANGOUDA,M,,,INC,16412
Karnataka,1957,25,2,SHIGGAON,GEN,PATIL GADIGEPPAGOUDA CHANBASANGOUDA,M,,,IND,9884
Karnataka,1957,26,1,HAVERI,GEN,MAILAR SHIDDAVVA W/O MAHADEVAPPA,F,,,INC,17286
Karnataka,1957,26,2,HAVERI,GEN,WALASANGAD PANCHAXARAPPA REVAPPA,M,,,IND,2067
Karnataka,1957,26,3,HAVERI,GEN,GODI BASAVANEPPA RUDRAPPA,M,,,IND,614
Karnataka,1957,27,1,SHIRAHATTI,GEN,MAGADI LEELAVATI W/O VENKATESH,F,,,INC,16644
Karnataka,1957,27,2,SHIRAHATTI,GEN,KASHIMATH SIDDAYA VEERAYYA,M,,,IND,8343
Karnataka,1957,27,3,SHIRAHATTI,GEN,RANADE HANUMANTA CHINTAMANI,M,,,IND,2703
Karnataka,1957,28,1,KUNDGOL,GEN,KAMBALI TIMMANNA KENCHAPPA,M,,,INC,15819
Karnataka,1957,28,2,KUNDGOL,GEN,NADGER KENCHANAGOUDA RANGANAGOUDA,M,,,IND,13458
Karnataka,1957,29,1,HUBLI CITY,GEN,MOHASIN FAKARUDDIN HUSSEIN SAB,M,,,INC,17609
Karnataka,1957,29,2,HUBLI CITY,GEN,JARATARGHAR MAHADEVASA GOVINDASA,M,,,BJS,4779
Karnataka,1957,29,3,HUBLI CITY,GEN,KAMBALI SHANKARAPPA SHIDDAPPA,M,,,IND,3067
Karnataka,1957,29,4,HUBLI CITY,GEN,NAMBIYAR KANNANKELU,M,,,IND,1653
Karnataka,1957,30,1,HUBLI,GEN,PATIL MUDGOUDA RAMANAGOUDA,M,,,INC,20858
Karnataka,1957,30,2,HUBLI,GEN,KABLI ANDDANEPPA SHIDDAPPA,M,,,IND,9388
Karnataka,1957,31,1,KALGHATGI,GEN,TAMBAKADA BASAVANNAPPA RAMAPPA,M,,,INC,16928
Karnataka,1957,31,2,KALGHATGI,GEN,YAVAGAL VIRAPPA MURUSAVIRAPPA,M,,,IND,1842
Karnataka,1957,31,3,KALGHATGI,GEN,KAMBAR SIDDAPPA MALLAPPA,M,,,IND,1229
Karnataka,1957,32,1,DHARWAD,GEN,INAMATI MALLAPPA BASAPPA,M,,,INC,13317
Karnataka,1957,32,2,DHARWAD,GEN,DESAI BASAVARAJ AYYAPPA,M,,,IND,11590
Karnataka,1957,32,3,DHARWAD,GEN,PATIL YELLAPPAGOUDA SHANKARAGOUDA,M,,,BJS,2388
Karnataka,1957,32,4,DHARWAD,GEN,HURALI GADIGEPPA SHIVAPPA,M,,,IND,541
Karnataka,1957,33,1,NAVALGUND,GEN,PATIL RAMANAGOUDA MARIGOUDA,M,,,INC,21798
Karnataka,1957,33,2,NAVALGUND,GEN,KOYPPANVAR MALLESHAPPA NEELAPPA,M,,,IND,9578
Karnataka,1957,34,1,NARGUND,GEN,PATIL ADIVEPPA SHIDDANGOUDA,M,,,INC,18143
Karnataka,1957,34,2,NARGUND,GEN,PATIL SHIDDANGOUDA HANMANTGOUDA,M,,,IND,8640
Karnataka,1957,35,1,GADAG,GEN,GADAG KUBERAPPA PARAPPA,M,,,INC,16922
Karnataka,1957,35,2,GADAG,GEN,JALIHAL RAMCHANDRA ANANTRAO,M,,,BJS,2995
Karnataka,1957,35,3,GADAG,GEN,HONNAGUDI ISHWARAPPA KACHAPPA,M,,,IND,1160
Karnataka,1957,35,4,GADAG,GEN,DANDI HAMPANNA LAXMAPPA,M,,,IND,800
Karnataka,1957,36,1,MUNDARGI,GEN,HULKOTI CHANBASAPPA SADASHIVAPPA,M,,,INC,18926
Karnataka,1957,36,2,MUNDARGI,GEN,MIRGANI TIRKAPPA FAKIRAPPA,M,,,IND,3526
Karnataka,1957,37,1,RON,GEN,DODDAMETI ANDANAPPA JNANAPPA,M,,,INC,17836
Karnataka,1957,37,2,RON,GEN,PATIL ANDANAGOUDA VEERANAGOUDA,M,,,IND,14116
Karnataka,1957,38,1,BADAMI,GEN,PATIL VENKANAGOUDA HANMANTGOUDA,M,,,INC,18460
Karnataka,1957,38,2,BADAMI,GEN,DESAI SHANKARAPPAGOUDA BASALINGAPPAGOUDA,M,,,IND,11938
Karnataka,1957,39,1,GULEDGUD,GEN,PATTANASHETTI MADIVALAPPA RUDRAPPA,M,,,INC,19514
Karnataka,1957,39,2,GULEDGUD,GEN,SHEBINA KATTI LUMMANNA KESHAPPA,M,,,IND,12520
Karnataka,1957,40,1,HUNGUND,GEN,KANTHI SHIVALINGAPPA RUDRAPPA,M,,,INC,17467
Karnataka,1957,40,2,HUNGUND,GEN,NANJAYYANAMATH GADIGEYYAPARAYYA,M,,,IND,11081
Karnataka,1957,41,1,BAGALKOT,GEN,MURANAL BASAPPA TAMMANNA,M,,,INC,21177
Karnataka,1957,41,2,BAGALKOT,GEN,SARANAIK SHARASCHANDRA ALIAS BABASAHEB,M,,,IND,9233
Karnataka,1957,42,1,MUDHOL,GEN,SHAH HIRALAL BANDULAL,M,,,INC,20036
Karnataka,1957,42,2,MUDHOL,GEN,NADGOUDA KRISHNAPPA PANDAPPA,M,,,IND,10904
Karnataka,1957,43,1,BILGI,GEN,DESAI RACHAPPA MALLAPPA,M,,,INC,24732
Karnataka,1957,43,2,BILGI,GEN,BANGI PAVADEPPA MALLAPPA,M,,,IND,6527
Karnataka,1957,44,1,JAMKHANDI,GEN,JATTI BASAPPA DANAPPA,M,,,INC,15481
Karnataka,1957,44,2,JAMKHANDI,GEN,MURGOD MAHADEVAPPA SHIVAPPA,M,,,IND,12587
Karnataka,1957,45,1,BIJAPUR,GEN,NAGUR DR. SARDAR BASAVRAJ,M,,,IND,11827
Karnataka,1957,45,2,BIJAPUR,GEN,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,M,,,INC,7995
Karnataka,1957,45,3,BIJAPUR,GEN,BALSING NABISA MUKTUMSA,M,,,CPI,1969
Karnataka,1957,45,4,BIJAPUR,GEN,MAHINDRAKAR MANOHAR DHONDIBA,M,,,BJS,1206
Karnataka,1957,45,5,BIJAPUR,GEN,SHIRIVALMATH MARULRADHYA SHASTRI,M,,,IND,255
Karnataka,1957,46,1,TIKOTA,GEN,AMBLI CHANBASAPPA JAGDEVAPPA,M,,,INC,12933
Karnataka,1957,46,2,TIKOTA,GEN,NAGUR DR. SARDAR BASAVRAJ,M,,,IND,8262
Karnataka,1957,47,1,BAGEWADI,GEN,SHAH SUSHILABAI HIRACHAND,F,,,INC,12365
Karnataka,1957,47,2,BAGEWADI,GEN,KALLUR RAMANNA BASAPPA,M,,,IND,4883
Karnataka,1957,47,3,BAGEWADI,GEN,PATIL BASANGOUDA SHAMRAYA,M,,,IND,4101
Karnataka,1957,47,4,BAGEWADI,GEN,MALAGAR GURSANGAPPA CHANDRAM,M,,,BJS,2574
Karnataka,1957,48,1,MUDDEBIHAL,GEN,SIDHANTI PRANESH GURUBHATT,M,,,INC,12888
Karnataka,1957,48,2,MUDDEBIHAL,GEN,VIRAKTAMATH SHIVABASAVASWAMI,M,,,IND,11657
Karnataka,1957,49,1,TALIKOT,GEN,PATIL KUMARGOUDA ADIVEPPAGOUDA,M,,,IND,15200
Karnataka,1957,49,2,TALIKOT,GEN,VASTRAD SHARNAYYA BASALINGAYYA,M,,,INC,12804
Karnataka,1957,50,1,INDI,SC,SURPUR MALLAPPA KARABASAPPA,M,,,INC,23033
Karnataka,1957,50,2,INDI,SC,KABADI JATTAPPA LAXMAN (SC),M,,,INC,17402
Karnataka,1957,50,3,INDI,SC,PATIL YESHAWANTA RAO ANNARAO,M,,,IND,16390
Karnataka,1957,50,4,INDI,SC,SANDIMANI LACHAPPA KALAPPA (SC),M,,,SCF,6586
Karnataka,1957,50,5,INDI,SC,HUJARE BABURAO RAMANNA (SC),M,,,IND,6133
Karnataka,1957,51,1,SINDGI,GEN,PATIL SHANKARAGOUDA YESHAWANTGOUDA,M,,,INC,10149
Karnataka,1957,51,2,SINDGI,GEN,KONNUR GAVADAPPA SHIVARAYAPPA,M,,,IND,7739
Karnataka,1957,51,3,SINDGI,GEN,KULKARNI MADHAV VITHAL,M,,,IND,2991
Karnataka,1957,52,1,BHALKI,SC,BALWANTRAO,M,,,IND,16087
Karnataka,1957,52,2,BHALKI,SC,B. SHAM SUNDER (SC),M,,,IND,15718
Karnataka,1957,52,3,BHALKI,SC,BHEEMANNA,M,,,PSP,14493
Karnataka,1957,52,4,BHALKI,SC,SHARANAPPA (SC),M,,,PSP,13444
Karnataka,1957,52,5,BHALKI,SC,SRINIVASARAO,M,,,INC,7076
Karnataka,1957,52,6,BHALKI,SC,SIDRAM RAIKODA (SC),M,,,INC,4499
Karnataka,1957,53,1,BIDAR,GEN,MAQSOOD ALI KHAN,M,,,INC,6314
Karnataka,1957,53,2,BIDAR,GEN,RANGNATH RAO,M,,,IND,3758
Karnataka,1957,53,3,BIDAR,GEN,VEERAPAKSHAPPA,M,,,PSP,2360
Karnataka,1957,54,1,HULSOOR,GEN,MAHADEO RAO,M,,,PSP,12114
Karnataka,1957,54,2,HULSOOR,GEN,BHIM RAO,M,,,INC,8578
Karnataka,1957,55,1,KALYANI,GEN,ANNAPURNA BAI,F,,,INC,13133
Karnataka,1957,55,2,KALYANI,GEN,ZAMPA BAI,F,,,IND,5659
Karnataka,1957,55,3,KALYANI,GEN,BHIM RAO,M,,,PSP,3569
Karnataka,1957,56,1,HUMNABAD,GEN,MURLIDHAR RAO,M,,,INC,7923
Karnataka,1957,56,2,HUMNABAD,GEN,VISHWANATHAPPA,M,,,IND,5229
Karnataka,1957,56,3,HUMNABAD,GEN,BIDAP R. V.,M,,,PSP,4253
Karnataka,1957,57,1,CHINCHOLI,GEN,VEERENDRA PATIL BASSAPPA,M,,,INC,9539
Karnataka,1957,57,2,CHINCHOLI,GEN,SAIBANNA NARSAPPA,M,,,IND,6291
Karnataka,1957,58,1,ALAND,SC,RAMCHANDRA VEERAPPA (SC),M,,,INC,18920
Karnataka,1957,58,2,ALAND,SC,CHANDRASHEKHAR SANGSHETTAPPA,M,,,INC,16393
Karnataka,1957,58,3,ALAND,SC,SHIVARAM SAMBHU (SC),M,,,PSP,11911
Karnataka,1957,58,4,ALAND,SC,HANMATRAO SHARNAPPA,M,,,PSP,8872
Karnataka,1957,58,5,ALAND,SC,BHIMSHA MAREPPA (SC),M,,,IND,8747
Karnataka,1957,59,1,GULBARGA,GEN,MOHAMED ALI MEHTAB ALI,M,,,INC,8864
Karnataka,1957,59,2,GULBARGA,GEN,GANGADHAR BASAPPA NAMOSHI,M,,,CPI,5075
Karnataka,1957,59,3,GULBARGA,GEN,MOHAMED ABDUR RAHEEM SAHEB MAQDOOM SAHEB,M,,,IND,3563
Karnataka,1957,59,4,GULBARGA,GEN,VENKATRAO PANDURANGRAO,M,,,PSP,2270
Karnataka,1957,60,1,AFZALPUR,GEN,ANNARAO BASAPPA,M,,,INC,
Karnataka,1957,61,1,KALGI,GEN,SHANKARSHETTI RACHAPPA,M,,,INC,9044
Karnataka,1957,61,2,KALGI,GEN,GULAM NABI AZAD SHAIK DAWOOD,M,,,CPI,4030
Karnataka,1957,61,3,KALGI,GEN,IRANNA CHABNMALLAPPA,M,,,IND,1292
Karnataka,1957,62,1,CHITTAPUR,GEN,VIJAYA RAGHVENDER,M,,,INC,7018
Karnataka,1957,62,2,CHITTAPUR,GEN,SHANTAPPA SANGAPA HERUR,M,,,IND,5629
Karnataka,1957,62,3,CHITTAPUR,GEN,SHARNAPPA FAKIRAPPA,M,,,CPI,5045
Karnataka,1957,63,1,SEDAM,SC,MALLAPPA LINGAPPA,M,,,INC,20220
Karnataka,1957,63,2,SEDAM,SC,VISHWANATH REDDY RACHANGOUDA,M,,,IND,18768
Karnataka,1957,63,3,SEDAM,SC,JAMADANDA SARVESH (SC),M,,,IND,0
Karnataka,1957,64,1,JEVARGI,GEN,SHARANGOUDA SIDRAMAYYA,M,,,IND,7326
Karnataka,1957,64,2,JEVARGI,GEN,RUDRAPPA NAGAPPA,M,,,INC,7226
Karnataka,1957,64,3,JEVARGI,GEN,SRINIVAS RAO,M,,,CPI,3011
Karnataka,1957,65,1,YADGIR,GEN,BASWANTARAYA,M,,,IND,12600
Karnataka,1957,65,2,YADGIR,GEN,JAGANNATH RAO VENKAT RAO,M,,,INC,11595
Karnataka,1957,66,1,SHAHAPUR,GEN,VIRUPAKSHAPPA,M,,,INC,
Karnataka,1957,67,1,SHORAPUR,GEN,KUMAR NAIK VENKATAPPA NAIK,M,,,INC,15561
Karnataka,1957,67,2,SHORAPUR,GEN,MAHANT SWAMI,M,,,IND,10650
Karnataka,1957,68,1,RAICHUR,SC,BHIMANNA (SC),M,,,INC,15044
Karnataka,1957,68,2,RAICHUR,SC,SYED EASA,M,,,INC,13744
Karnataka,1957,68,3,RAICHUR,SC,M. NAGAPPA,M,,,IND,8254
Karnataka,1957,68,4,RAICHUR,SC,NARSAPUR ANANTH RAO,M,,,IND,7583
Karnataka,1957,68,5,RAICHUR,SC,BASAPPA (SC),M,,,IND,6797
Karnataka,1957,69,1,DEODURG,GEN,SIVANNA,M,,,INC,9595
Karnataka,1957,69,2,DEODURG,GEN,SIDRAMAPPA,M,,,IND,6940
Karnataka,1957,70,1,MANVI,GEN,BASWARAJESHWARI,F,,,INC,9023
Karnataka,1957,70,2,MANVI,GEN,ABDUL BASIT,M,,,IND,4964
Karnataka,1957,70,3,MANVI,GEN,NARAYAN NAIR,M,,,IND,2839
Karnataka,1957,70,4,MANVI,GEN,HANUMAPPA,M,,,IND,2343
Karnataka,1957,71,1,LINGSUGUR,GEN,BASANGOUDA,M,,,INC,12672
Karnataka,1957,71,2,LINGSUGUR,GEN,SHIVSHANKAR RAO VENKAT RAO,M,,,IND,5151
Karnataka,1957,71,3,LINGSUGUR,GEN,BASSANNA,M,,,IND,1502
Karnataka,1957,72,1,SINDHANUR,GEN,BASWANTRAO BASSANGOUDA,M,,,INC,11752
Karnataka,1957,72,2,SINDHANUR,GEN,AMAREGOUDA,M,,,IND,8129
Karnataka,1957,72,3,SINDHANUR,GEN,BASSAPPA,M,,,IND,3503
Karnataka,1957,72,4,SINDHANUR,GEN,SHADAKSHARSWAMI,M,,,IND,1049
Karnataka,1957,73,1,KUSHTAGI,GEN,PUNDLIKAPPA ESWARAPPA,M,,,INC,18226
Karnataka,1957,73,2,KUSHTAGI,GEN,BASATAPPA KARBASAPPA,M,,,IND,7840
Karnataka,1957,74,1,YELBURGA,GEN,ALWANDI SHANKARGOUDA,M,,,INC,20548
Karnataka,1957,74,2,YELBURGA,GEN,SIRUR VEERABHADRAPPA,M,,,IND,14500
Karnataka,1957,75,1,KOPPAL,GEN,PATIL MALLIKARJUN,M,,,INC,10222
Karnataka,1957,75,2,KOPPAL,GEN,HUCHAPPAYYANMATHAD PATTADAYYA,M,,,IND,7161
Karnataka,1957,75,3,KOPPAL,GEN,VIRUPAXAPPA,M,,,IND,2783
Karnataka,1957,75,4,KOPPAL,GEN,KABBINAD GAVIAPPA,M,,,PSP,878
Karnataka,1957,76,1,GANGAWATI,GEN,DESAI BHIMSAIN RAO,M,,,INC,12862
Karnataka,1957,76,2,GANGAWATI,GEN,ACHAPPA ISHWARAPPA,M,,,IND,5243
Karnataka,1957,76,3,GANGAWATI,GEN,AMAREGOUDA RAMAREDDY,M,,,IND,1986
Karnataka,1957,76,4,GANGAWATI,GEN,MAHADEVAPPA NARAYANAPPA,M,,,IND,1245
Karnataka,1957,77,1,HADAGALLI,GEN,M. P. MARISWAMIAH,M,,,INC,20673
Karnataka,1957,77,2,HADAGALLI,GEN,ANGADI CHENNABASAPPA,M,,,PSP,19671
Karnataka,1957,78,1,HOSPET,GEN,R. N. NAGAN GOUDA,M,,,INC,15656
Karnataka,1957,78,2,HOSPET,GEN,MURARAI VENKATASWAMY,M,,,IND,13505
Karnataka,1957,79,1,SIRUGUPPA,GEN,B. E. RAMIAH,M,,,INC,18361
Karnataka,1957,79,2,SIRUGUPPA,GEN,C. M. REVANASIDDIAH,M,,,PSP,10416
Karnataka,1957,79,3,SIRUGUPPA,GEN,S. MAHARUDRA GOUDA,M,,,BJS,1850
Karnataka,1957,80,1,KURUGODU,GEN,ALLAM SUMANGALAMMA,F,,,INC,18332
Karnataka,1957,80,2,KURUGODU,GEN,KAVITHALADA DODDABASAPPA,M,,,IND,12946
Karnataka,1957,81,1,BELLARY,GEN,MUNDLUR GANGAPPA,M,,,IND,18551
Karnataka,1957,81,2,BELLARY,GEN,ABDUR RAZACK SAB,M,,,INC,14984
Karnataka,1957,81,3,BELLARY,GEN,A. C. J. DASEN SOLOMON,M,,,IND,1002
Karnataka,1957,82,1,SANDUR,GEN,H. RAYANA GOUDA,M,,,INC,13955
Karnataka,1957,82,2,SANDUR,GEN,K. R. SHADAKSHARI GOUD,M,,,IND,10101
Karnataka,1957,82,3,SANDUR,GEN,K. HUSAIN PEERA SAB,M,,,IND,3536
Karnataka,1957,83,1,HARAPANAHALLI,SC,M. M. J. SADYOJATHAPAIAH,M,,,PSP,38550
Karnataka,1957,83,2,HARAPANAHALLI,SC,M. DANAPPA (SC),M,,,PSP,36162
Karnataka,1957,83,3,HARAPANAHALLI,SC,IJARI SIRASAPPA,M,,,INC,33988
Karnataka,1957,83,4,HARAPANAHALLI,SC,M. MUNIYA NAIK (SC),M,,,INC,32860
Karnataka,1957,84,1,MOLAKALMURU,GEN,S. NIJALINGAPPA,M,,,INC,19167
Karnataka,1957,84,2,MOLAKALMURU,GEN,G. V. ANJANAPPA,M,,,PSP,13758
Karnataka,1957,85,1,CHALLAKERE,SC,A. BHEEMAPPA NAIK,M,,,INC,35883
Karnataka,1957,85,2,CHALLAKERE,SC,T. HANUMAIAH (SC),M,,,INC,33283
Karnataka,1957,85,3,CHALLAKERE,SC,MULKA GOVINDA REDDY,M,,,IND,31170
Karnataka,1957,85,4,CHALLAKERE,SC,VADDARA YANGATAPPA (SC),M,,,IND,29152
Karnataka,1957,86,1,DAVANGERE,GEN,K. T. JAMBANNA,M,,,PSP,19568
Karnataka,1957,86,2,DAVANGERE,GEN,GANJI VEERAPPA,M,,,INC,13157
Karnataka,1957,86,3,DAVANGERE,GEN,GADAGINAMATADA ANNADANAISH,M,,,IND,582
Karnataka,1957,87,1,HARIHAR,GEN,M. RAMAPPA,M,,,PSP,22212
Karnataka,1957,87,2,HARIHAR,GEN,H. SIDDAVEERAPPA,M,,,INC,19647
Karnataka,1957,88,1,CHITRADURGA,SC,G. SIVAPPA,M,,,INC,30638
Karnataka,1957,88,2,CHITRADURGA,SC,G. DUGGAPPA (SC),M,,,INC,24640
Karnataka,1957,88,3,CHITRADURGA,SC,"C., MALESHIDDAPPA",M,,,IND,21394
Karnataka,1957,88,4,CHITRADURGA,SC,D. N. MALLAPPA (SC),M,,,IND,10768
Karnataka,1957,88,5,CHITRADURGA,SC,B. V. SIVALINGAPPA,M,,,IND,6755
Karnataka,1957,89,1,HIRIYUR,GEN,K. KENCHAPPA,M,,,PSP,21249
Karnataka,1957,89,2,HIRIYUR,GEN,V. MASIYAPPA,M,,,INC,20998
Karnataka,1957,90,1,HOSADURGA,GEN,B. S. SHANKARAPPA,M,,,IND,12727
Karnataka,1957,90,2,HOSADURGA,GEN,GANGAMMA,F,,,INC,8175
Karnataka,1957,90,3,HOSADURGA,GEN,A. V. BHADRAN,M,,,PSP,3360
Karnataka,1957,90,4,HOSADURGA,GEN,G. RAMDAS,M,,,IND,2277
Karnataka,1957,91,1,CHANNAGIRI,GEN,KUNDUR RUDRAPPA,M,,,INC,
Karnataka,1957,92,1,BHADRAVATI,GEN,D. T. SEETARAMA RAO,M,,,INC,15002
Karnataka,1957,92,2,BHADRAVATI,GEN,M. P. ESWARAPPA,M,,,PSP,9056
Karnataka,1957,92,3,BHADRAVATI,GEN,N. BASAVAPPA,M,,,IND,4553
Karnataka,1957,92,4,BHADRAVATI,GEN,K. N. DESAI,M,,,BJS,912
Karnataka,1957,93,1,SHIMOGA,GEN,RATHNAMMA,F,,,INC,13223
Karnataka,1957,93,2,SHIMOGA,GEN,C. L. RAMANNA,M,,,BJS,5849
Karnataka,1957,93,3,SHIMOGA,GEN,Y. R. PARAMESHWARAPPA,M,,,IND,5595
