,ST_NAME,YEAR,AC_NO,POSITION,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
0,Karnataka,1957,1,1,ATHANI,GEN,PAWAR JAYAWANTRAO BHOJRAO,M,,,IND,14384.0
1,Karnataka,1957,1,2,ATHANI,GEN,DALVAI NINGAPPA BAHADUR,M,,,INC,8730.0
2,Karnataka,1957,2,1,RAYBAG,SC,PATIL VASANTRAO LAKHGOUDA,M,,,IND,37070.0
3,Karnataka,1957,2,2,RAYBAG,SC,TALWALKAR SAMPATRAO PRADHANJI (SC),M,,,SCF,32553.0
4,Karnataka,1957,2,3,RAYBAG,SC,SHAH BALACHANDRA PREMCHANDRA,M,,,INC,23152.0
5,Karnataka,1957,2,4,RAYBAG,SC,KAMBALE SHIVRUDRAPPA UDAPA (SC),M,,,INC,18593.0
6,Karnataka,1957,2,5,RAYBAG,SC,SHETTI SHRIMANDAR BALAPPA,M,,,IND,2259.0
7,Karnataka,1957,3,1,SADALGA,GEN,KHOT BALAJI GOVIND,M,,,IND,17714.0
8,Karnataka,1957,3,2,SADALGA,GEN,GUNJAL PADMAPPA HIRIYAPPA,M,,,INC,17529.0
9,Karnataka,1957,4,1,CHIKKODI,GEN,KOTHAVALE SHANKAR RAO DADA SAHEB ALIAS DADOBA,M,,,INC,14766.0
10,Karnataka,1957,4,2,CHIKKODI,GEN,SHETTI MALLAPPA VEERAPPA,M,,,IND,13545.0
11,Karnataka,1957,5,1,NIPPANI,GEN,NAIK BALVANT DATTOBA,M,,,IND,26069.0
12,Karnataka,1957,5,2,NIPPANI,GEN,PATIL PANDURANG PARASHRAM,M,,,INC,7737.0
13,Karnataka,1957,5,3,NIPPANI,GEN,JOSHI GOVIND SADASHIV,M,,,IND,430.0
14,Karnataka,1957,6,1,HUKKERI,SC,PATIL MALAGOUDA PUNAGOUDA,M,,,INC,29716.0
15,Karnataka,1957,6,2,HUKKERI,SC,BHOGALE CHAMPABAI PIRAJI (SC),F,,,INC,26097.0
16,Karnataka,1957,6,3,HUKKERI,SC,PATIL BAPUSAHEB NANASAHEB,M,,,IND,16172.0
17,Karnataka,1957,6,4,HUKKERI,SC,TIPAKURLE BANDOPANT DHONDIRAM (SC),M,,,SCF,13812.0
18,Karnataka,1957,6,5,HUKKERI,SC,MALANGE APPAJI LAGAMA,M,,,IND,2407.0
19,Karnataka,1957,7,1,BELGAUM,GEN,SUNTHANKAR BALAKRISHNA RANGRAO,M,,,IND,22179.0
20,Karnataka,1957,7,2,BELGAUM,GEN,QAZI MOHAMED HUSAIN MOHAMED SAHEB,M,,,INC,15915.0
21,Karnataka,1957,8,1,BELGAUM I,GEN,PATIL VITHAL SHITARAM,M,,,PWP,18016.0
22,Karnataka,1957,8,2,BELGAUM I,GEN,PATIL VITHALRAO KALAJIRAO,M,,,INC,12063.0
23,Karnataka,1957,9,1,BELGAUM I I,GEN,SAMAJI NAGENDRA OMANA,M,,,PWP,17446.0
24,Karnataka,1957,9,2,BELGAUM I I,GEN,PATIL SHIYANGOUD BABAGOUD,M,,,INC,15549.0
25,Karnataka,1957,10,1,GOKAK I,GEN,KARLINGANNAVAR NINGAPPA APPAYYA,M,,,INC,19384.0
26,Karnataka,1957,10,2,GOKAK I,GEN,HIDKAL GANGADHAR RAMAPPA,M,,,BJS,6497.0
27,Karnataka,1957,11,1,GOKAK II,GEN,PANCHAGAVI APPANNA RAMAPPA,M,,,INC,14141.0
28,Karnataka,1957,11,2,GOKAK II,GEN,NAYAK NAYAKAPPA RTAYAPPA,M,,,IND,3141.0
29,Karnataka,1957,11,3,GOKAK II,GEN,KONNUR SHANTHARAYAN S.,M,,,PSP,1730.0
30,Karnataka,1957,12,1,RAMDURG,GEN,PATTAN MAHADEVAPPA SHIVABASAPPA,M,,,IND,17212.0
31,Karnataka,1957,12,2,RAMDURG,GEN,TIMMARADDI VENKARADDI SHIDDARADDI,M,,,INC,12147.0
32,Karnataka,1957,13,1,PARASGAD,GEN,PADAKI SHANKAR RAO BINDOO RAO,M,,,IND,16274.0
33,Karnataka,1957,13,2,PARASGAD,GEN,KAMAT PRAMILA SHRIRANG,F,,,INC,14610.0
34,Karnataka,1957,14,1,SAMPAGAON I,GEN,JOUJALGI HEMAPPA VIRABHADRAPPA,M,,,INC,21461.0
35,Karnataka,1957,14,2,SAMPAGAON I,GEN,HOSUR MADIVALAPPA LINGAPPA,M,,,PSP,8474.0
36,Karnataka,1957,15,1,SAMPGAON II,GEN,NAGNUR MUGATSAB NABISAB,M,,,INC,
37,Karnataka,1957,16,1,KHANAPUR,GEN,BIRJE LAXMAN BALAJI,M,,,IND,26401.0
38,Karnataka,1957,16,2,KHANAPUR,GEN,ARAGAVI BASAPPA SHIDDALINGAPPA,M,,,INC,12822.0
39,Karnataka,1957,17,1,KARWAR,GEN,GAONKAR SAKHARAM DATTATRAYA,M,,,INC,11832.0
40,Karnataka,1957,17,2,KARWAR,GEN,PAWAR GOPINATH VITHOBA,M,,,IND,11340.0
41,Karnataka,1957,17,3,KARWAR,GEN,KADAM BALSU PURSO,M,,,PSP,4758.0
42,Karnataka,1957,17,4,KARWAR,GEN,NAIK KRISHNA NARAYAN,M,,,IND,3394.0
43,Karnataka,1957,18,1,ANKOLA,GEN,KAMAT RAMCHANDRA GOPAL,M,,,INC,16715.0
44,Karnataka,1957,18,2,ANKOLA,GEN,GUNAGA SHIVA BOMMU,M,,,PSP,9657.0
45,Karnataka,1957,18,3,ANKOLA,GEN,BALGI VASUDEV VENKATRAMAN,M,,,IND,4534.0
46,Karnataka,1957,19,1,KUMTA,GEN,MIRJANKAR VASANTALATA V.,F,,,INC,14034.0
47,Karnataka,1957,19,2,KUMTA,GEN,CHITTAL DAMODHAR VITHOBA,M,,,PSP,8938.0
48,Karnataka,1957,19,3,KUMTA,GEN,NAIK DEVAPPA AYYU,M,,,IND,3459.0
49,Karnataka,1957,19,4,KUMTA,GEN,HEGDE SHRIDHAR ISHWAR,M,,,IND,2385.0
50,Karnataka,1957,19,5,KUMTA,GEN,SHANBHAG SITARAM NAGAPPA,M,,,IND,1702.0
51,Karnataka,1957,20,1,HONAWAR,GEN,JUKAKU SHAMSUDDIN HUSSAIN SAB,M,,,INC,16172.0
52,Karnataka,1957,20,2,HONAWAR,GEN,NAIK DEVENDRA KALINGA,M,,,PSP,10287.0
53,Karnataka,1957,20,3,HONAWAR,GEN,KAMAT VASUDEO RAMA,M,,,IND,4824.0
54,Karnataka,1957,21,1,SIRSI,GEN,DODMANE HEGDE RAMAKRISHNA MAHABLESHWAR,M,,,INC,21974.0
55,Karnataka,1957,21,2,SIRSI,GEN,DHAKAPPA SHRIRAM SHESHGIRI,M,,,PSP,7166.0
56,Karnataka,1957,21,3,SIRSI,GEN,NEJJUR SHANMUKH SADASHIV,M,,,IND,1110.0
57,Karnataka,1957,22,1,HIREKERUR,GEN,GUBBI SHANKARRAO BASALINGAPPA GOUDA,M,,,INC,18137.0
58,Karnataka,1957,22,2,HIREKERUR,GEN,PATIL BASALINGAPPAGOUDA DODGOUDA,M,,,IND,10060.0
59,Karnataka,1957,22,3,HIREKERUR,GEN,NEWSI BASAVANNAPPA SOMAPPA,M,,,IND,2065.0
60,Karnataka,1957,23,1,RANIBENNUR,SC,PATIL KALLANAGOUDA FAKIRAGOUDA,M,,,INC,33937.0
61,Karnataka,1957,23,2,RANIBENNUR,SC,SAMBRANI YALLAWWA W/O DHARMAPPA (SC),F,,,INC,28988.0
62,Karnataka,1957,23,3,RANIBENNUR,SC,MADAPURMATH PANCHAZARAYYA PUTTAYYA,M,,,IND,19804.0
63,Karnataka,1957,23,4,RANIBENNUR,SC,GABBUR MALLAPPA SHETTAPPA (SC),M,,,IND,12624.0
64,Karnataka,1957,24,1,HANGAL,GEN,PATIL BASANGOUDA RUDRAGOUDA,M,,,IND,13152.0
65,Karnataka,1957,24,2,HANGAL,GEN,SINDHUR SIDDAPPA CHANDBASAPPA,M,,,INC,12303.0
66,Karnataka,1957,25,1,SHIGGAON,GEN,PATIL RUDGRAGOUDA CHANBASANGOUDA,M,,,INC,16412.0
67,Karnataka,1957,25,2,SHIGGAON,GEN,PATIL GADIGEPPAGOUDA CHANBASANGOUDA,M,,,IND,9884.0
68,Karnataka,1957,26,1,HAVERI,GEN,MAILAR SHIDDAVVA W/O MAHADEVAPPA,F,,,INC,17286.0
69,Karnataka,1957,26,2,HAVERI,GEN,WALASANGAD PANCHAXARAPPA REVAPPA,M,,,IND,2067.0
70,Karnataka,1957,26,3,HAVERI,GEN,GODI BASAVANEPPA RUDRAPPA,M,,,IND,614.0
71,Karnataka,1957,27,1,SHIRAHATTI,GEN,MAGADI LEELAVATI W/O VENKATESH,F,,,INC,16644.0
72,Karnataka,1957,27,2,SHIRAHATTI,GEN,KASHIMATH SIDDAYA VEERAYYA,M,,,IND,8343.0
73,Karnataka,1957,27,3,SHIRAHATTI,GEN,RANADE HANUMANTA CHINTAMANI,M,,,IND,2703.0
74,Karnataka,1957,28,1,KUNDGOL,GEN,KAMBALI TIMMANNA KENCHAPPA,M,,,INC,15819.0
75,Karnataka,1957,28,2,KUNDGOL,GEN,NADGER KENCHANAGOUDA RANGANAGOUDA,M,,,IND,13458.0
76,Karnataka,1957,29,1,HUBLI CITY,GEN,MOHASIN FAKARUDDIN HUSSEIN SAB,M,,,INC,17609.0
77,Karnataka,1957,29,2,HUBLI CITY,GEN,JARATARGHAR MAHADEVASA GOVINDASA,M,,,BJS,4779.0
78,Karnataka,1957,29,3,HUBLI CITY,GEN,KAMBALI SHANKARAPPA SHIDDAPPA,M,,,IND,3067.0
79,Karnataka,1957,29,4,HUBLI CITY,GEN,NAMBIYAR KANNANKELU,M,,,IND,1653.0
80,Karnataka,1957,30,1,HUBLI,GEN,PATIL MUDGOUDA RAMANAGOUDA,M,,,INC,20858.0
81,Karnataka,1957,30,2,HUBLI,GEN,KABLI ANDDANEPPA SHIDDAPPA,M,,,IND,9388.0
82,Karnataka,1957,31,1,KALGHATGI,GEN,TAMBAKADA BASAVANNAPPA RAMAPPA,M,,,INC,16928.0
83,Karnataka,1957,31,2,KALGHATGI,GEN,YAVAGAL VIRAPPA MURUSAVIRAPPA,M,,,IND,1842.0
84,Karnataka,1957,31,3,KALGHATGI,GEN,KAMBAR SIDDAPPA MALLAPPA,M,,,IND,1229.0
85,Karnataka,1957,32,1,DHARWAD,GEN,INAMATI MALLAPPA BASAPPA,M,,,INC,13317.0
86,Karnataka,1957,32,2,DHARWAD,GEN,DESAI BASAVARAJ AYYAPPA,M,,,IND,11590.0
87,Karnataka,1957,32,3,DHARWAD,GEN,PATIL YELLAPPAGOUDA SHANKARAGOUDA,M,,,BJS,2388.0
88,Karnataka,1957,32,4,DHARWAD,GEN,HURALI GADIGEPPA SHIVAPPA,M,,,IND,541.0
89,Karnataka,1957,33,1,NAVALGUND,GEN,PATIL RAMANAGOUDA MARIGOUDA,M,,,INC,21798.0
90,Karnataka,1957,33,2,NAVALGUND,GEN,KOYPPANVAR MALLESHAPPA NEELAPPA,M,,,IND,9578.0
91,Karnataka,1957,34,1,NARGUND,GEN,PATIL ADIVEPPA SHIDDANGOUDA,M,,,INC,18143.0
92,Karnataka,1957,34,2,NARGUND,GEN,PATIL SHIDDANGOUDA HANMANTGOUDA,M,,,IND,8640.0
93,Karnataka,1957,35,1,GADAG,GEN,GADAG KUBERAPPA PARAPPA,M,,,INC,16922.0
94,Karnataka,1957,35,2,GADAG,GEN,JALIHAL RAMCHANDRA ANANTRAO,M,,,BJS,2995.0
95,Karnataka,1957,35,3,GADAG,GEN,HONNAGUDI ISHWARAPPA KACHAPPA,M,,,IND,1160.0
96,Karnataka,1957,35,4,GADAG,GEN,DANDI HAMPANNA LAXMAPPA,M,,,IND,800.0
97,Karnataka,1957,36,1,MUNDARGI,GEN,HULKOTI CHANBASAPPA SADASHIVAPPA,M,,,INC,18926.0
98,Karnataka,1957,36,2,MUNDARGI,GEN,MIRGANI TIRKAPPA FAKIRAPPA,M,,,IND,3526.0
99,Karnataka,1957,37,1,RON,GEN,DODDAMETI ANDANAPPA JNANAPPA,M,,,INC,17836.0
100,Karnataka,1957,37,2,RON,GEN,PATIL ANDANAGOUDA VEERANAGOUDA,M,,,IND,14116.0
101,Karnataka,1957,38,1,BADAMI,GEN,PATIL VENKANAGOUDA HANMANTGOUDA,M,,,INC,18460.0
102,Karnataka,1957,38,2,BADAMI,GEN,DESAI SHANKARAPPAGOUDA BASALINGAPPAGOUDA,M,,,IND,11938.0
103,Karnataka,1957,39,1,GULEDGUD,GEN,PATTANASHETTI MADIVALAPPA RUDRAPPA,M,,,INC,19514.0
104,Karnataka,1957,39,2,GULEDGUD,GEN,SHEBINA KATTI LUMMANNA KESHAPPA,M,,,IND,12520.0
105,Karnataka,1957,40,1,HUNGUND,GEN,KANTHI SHIVALINGAPPA RUDRAPPA,M,,,INC,17467.0
106,Karnataka,1957,40,2,HUNGUND,GEN,NANJAYYANAMATH GADIGEYYAPARAYYA,M,,,IND,11081.0
107,Karnataka,1957,41,1,BAGALKOT,GEN,MURANAL BASAPPA TAMMANNA,M,,,INC,21177.0
108,Karnataka,1957,41,2,BAGALKOT,GEN,SARANAIK SHARASCHANDRA ALIAS BABASAHEB,M,,,IND,9233.0
109,Karnataka,1957,42,1,MUDHOL,GEN,SHAH HIRALAL BANDULAL,M,,,INC,20036.0
110,Karnataka,1957,42,2,MUDHOL,GEN,NADGOUDA KRISHNAPPA PANDAPPA,M,,,IND,10904.0
111,Karnataka,1957,43,1,BILGI,GEN,DESAI RACHAPPA MALLAPPA,M,,,INC,24732.0
112,Karnataka,1957,43,2,BILGI,GEN,BANGI PAVADEPPA MALLAPPA,M,,,IND,6527.0
113,Karnataka,1957,44,1,JAMKHANDI,GEN,JATTI BASAPPA DANAPPA,M,,,INC,15481.0
114,Karnataka,1957,44,2,JAMKHANDI,GEN,MURGOD MAHADEVAPPA SHIVAPPA,M,,,IND,12587.0
115,Karnataka,1957,45,1,BIJAPUR,GEN,NAGUR DR. SARDAR BASAVRAJ,M,,,IND,11827.0
116,Karnataka,1957,45,2,BIJAPUR,GEN,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,M,,,INC,7995.0
117,Karnataka,1957,45,3,BIJAPUR,GEN,BALSING NABISA MUKTUMSA,M,,,CPI,1969.0
118,Karnataka,1957,45,4,BIJAPUR,GEN,MAHINDRAKAR MANOHAR DHONDIBA,M,,,BJS,1206.0
119,Karnataka,1957,45,5,BIJAPUR,GEN,SHIRIVALMATH MARULRADHYA SHASTRI,M,,,IND,255.0
120,Karnataka,1957,46,1,TIKOTA,GEN,AMBLI CHANBASAPPA JAGDEVAPPA,M,,,INC,12933.0
121,Karnataka,1957,46,2,TIKOTA,GEN,NAGUR DR. SARDAR BASAVRAJ,M,,,IND,8262.0
122,Karnataka,1957,47,1,BAGEWADI,GEN,SHAH SUSHILABAI HIRACHAND,F,,,INC,12365.0
123,Karnataka,1957,47,2,BAGEWADI,GEN,KALLUR RAMANNA BASAPPA,M,,,IND,4883.0
124,Karnataka,1957,47,3,BAGEWADI,GEN,PATIL BASANGOUDA SHAMRAYA,M,,,IND,4101.0
125,Karnataka,1957,47,4,BAGEWADI,GEN,MALAGAR GURSANGAPPA CHANDRAM,M,,,BJS,2574.0
126,Karnataka,1957,48,1,MUDDEBIHAL,GEN,SIDHANTI PRANESH GURUBHATT,M,,,INC,12888.0
127,Karnataka,1957,48,2,MUDDEBIHAL,GEN,VIRAKTAMATH SHIVABASAVASWAMI,M,,,IND,11657.0
128,Karnataka,1957,49,1,TALIKOT,GEN,PATIL KUMARGOUDA ADIVEPPAGOUDA,M,,,IND,15200.0
129,Karnataka,1957,49,2,TALIKOT,GEN,VASTRAD SHARNAYYA BASALINGAYYA,M,,,INC,12804.0
130,Karnataka,1957,50,1,INDI,SC,SURPUR MALLAPPA KARABASAPPA,M,,,INC,23033.0
131,Karnataka,1957,50,2,INDI,SC,KABADI JATTAPPA LAXMAN (SC),M,,,INC,17402.0
132,Karnataka,1957,50,3,INDI,SC,PATIL YESHAWANTA RAO ANNARAO,M,,,IND,16390.0
133,Karnataka,1957,50,4,INDI,SC,SANDIMANI LACHAPPA KALAPPA (SC),M,,,SCF,6586.0
134,Karnataka,1957,50,5,INDI,SC,HUJARE BABURAO RAMANNA (SC),M,,,IND,6133.0
135,Karnataka,1957,51,1,SINDGI,GEN,PATIL SHANKARAGOUDA YESHAWANTGOUDA,M,,,INC,10149.0
136,Karnataka,1957,51,2,SINDGI,GEN,KONNUR GAVADAPPA SHIVARAYAPPA,M,,,IND,7739.0
137,Karnataka,1957,51,3,SINDGI,GEN,KULKARNI MADHAV VITHAL,M,,,IND,2991.0
138,Karnataka,1957,52,1,BHALKI,SC,BALWANTRAO,M,,,IND,16087.0
139,Karnataka,1957,52,2,BHALKI,SC,B. SHAM SUNDER (SC),M,,,IND,15718.0
140,Karnataka,1957,52,3,BHALKI,SC,BHEEMANNA,M,,,PSP,14493.0
141,Karnataka,1957,52,4,BHALKI,SC,SHARANAPPA (SC),M,,,PSP,13444.0
142,Karnataka,1957,52,5,BHALKI,SC,SRINIVASARAO,M,,,INC,7076.0
143,Karnataka,1957,52,6,BHALKI,SC,SIDRAM RAIKODA (SC),M,,,INC,4499.0
144,Karnataka,1957,53,1,BIDAR,GEN,MAQSOOD ALI KHAN,M,,,INC,6314.0
145,Karnataka,1957,53,2,BIDAR,GEN,RANGNATH RAO,M,,,IND,3758.0
146,Karnataka,1957,53,3,BIDAR,GEN,VEERAPAKSHAPPA,M,,,PSP,2360.0
147,Karnataka,1957,54,1,HULSOOR,GEN,MAHADEO RAO,M,,,PSP,12114.0
148,Karnataka,1957,54,2,HULSOOR,GEN,BHIM RAO,M,,,INC,8578.0
149,Karnataka,1957,55,1,KALYANI,GEN,ANNAPURNA BAI,F,,,INC,13133.0
150,Karnataka,1957,55,2,KALYANI,GEN,ZAMPA BAI,F,,,IND,5659.0
151,Karnataka,1957,55,3,KALYANI,GEN,BHIM RAO,M,,,PSP,3569.0
152,Karnataka,1957,56,1,HUMNABAD,GEN,MURLIDHAR RAO,M,,,INC,7923.0
153,Karnataka,1957,56,2,HUMNABAD,GEN,VISHWANATHAPPA,M,,,IND,5229.0
154,Karnataka,1957,56,3,HUMNABAD,GEN,BIDAP R. V.,M,,,PSP,4253.0
155,Karnataka,1957,57,1,CHINCHOLI,GEN,VEERENDRA PATIL BASSAPPA,M,,,INC,9539.0
156,Karnataka,1957,57,2,CHINCHOLI,GEN,SAIBANNA NARSAPPA,M,,,IND,6291.0
157,Karnataka,1957,58,1,ALAND,SC,RAMCHANDRA VEERAPPA (SC),M,,,INC,18920.0
158,Karnataka,1957,58,2,ALAND,SC,CHANDRASHEKHAR SANGSHETTAPPA,M,,,INC,16393.0
159,Karnataka,1957,58,3,ALAND,SC,SHIVARAM SAMBHU (SC),M,,,PSP,11911.0
160,Karnataka,1957,58,4,ALAND,SC,HANMATRAO SHARNAPPA,M,,,PSP,8872.0
161,Karnataka,1957,58,5,ALAND,SC,BHIMSHA MAREPPA (SC),M,,,IND,8747.0
162,Karnataka,1957,59,1,GULBARGA,GEN,MOHAMED ALI MEHTAB ALI,M,,,INC,8864.0
163,Karnataka,1957,59,2,GULBARGA,GEN,GANGADHAR BASAPPA NAMOSHI,M,,,CPI,5075.0
164,Karnataka,1957,59,3,GULBARGA,GEN,MOHAMED ABDUR RAHEEM SAHEB MAQDOOM SAHEB,M,,,IND,3563.0
165,Karnataka,1957,59,4,GULBARGA,GEN,VENKATRAO PANDURANGRAO,M,,,PSP,2270.0
166,Karnataka,1957,60,1,AFZALPUR,GEN,ANNARAO BASAPPA,M,,,INC,
167,Karnataka,1957,61,1,KALGI,GEN,SHANKARSHETTI RACHAPPA,M,,,INC,9044.0
168,Karnataka,1957,61,2,KALGI,GEN,GULAM NABI AZAD SHAIK DAWOOD,M,,,CPI,4030.0
169,Karnataka,1957,61,3,KALGI,GEN,IRANNA CHABNMALLAPPA,M,,,IND,1292.0
170,Karnataka,1957,62,1,CHITTAPUR,GEN,VIJAYA RAGHVENDER,M,,,INC,7018.0
171,Karnataka,1957,62,2,CHITTAPUR,GEN,SHANTAPPA SANGAPA HERUR,M,,,IND,5629.0
172,Karnataka,1957,62,3,CHITTAPUR,GEN,SHARNAPPA FAKIRAPPA,M,,,CPI,5045.0
173,Karnataka,1957,63,1,SEDAM,SC,MALLAPPA LINGAPPA,M,,,INC,20220.0
174,Karnataka,1957,63,2,SEDAM,SC,VISHWANATH REDDY RACHANGOUDA,M,,,IND,18768.0
175,Karnataka,1957,63,3,SEDAM,SC,JAMADANDA SARVESH (SC),M,,,IND,0.0
176,Karnataka,1957,64,1,JEVARGI,GEN,SHARANGOUDA SIDRAMAYYA,M,,,IND,7326.0
177,Karnataka,1957,64,2,JEVARGI,GEN,RUDRAPPA NAGAPPA,M,,,INC,7226.0
178,Karnataka,1957,64,3,JEVARGI,GEN,SRINIVAS RAO,M,,,CPI,3011.0
179,Karnataka,1957,65,1,YADGIR,GEN,BASWANTARAYA,M,,,IND,12600.0
180,Karnataka,1957,65,2,YADGIR,GEN,JAGANNATH RAO VENKAT RAO,M,,,INC,11595.0
181,Karnataka,1957,66,1,SHAHAPUR,GEN,VIRUPAKSHAPPA,M,,,INC,
182,Karnataka,1957,67,1,SHORAPUR,GEN,KUMAR NAIK VENKATAPPA NAIK,M,,,INC,15561.0
183,Karnataka,1957,67,2,SHORAPUR,GEN,MAHANT SWAMI,M,,,IND,10650.0
184,Karnataka,1957,68,1,RAICHUR,SC,BHIMANNA (SC),M,,,INC,15044.0
185,Karnataka,1957,68,2,RAICHUR,SC,SYED EASA,M,,,INC,13744.0
186,Karnataka,1957,68,3,RAICHUR,SC,M. NAGAPPA,M,,,IND,8254.0
187,Karnataka,1957,68,4,RAICHUR,SC,NARSAPUR ANANTH RAO,M,,,IND,7583.0
188,Karnataka,1957,68,5,RAICHUR,SC,BASAPPA (SC),M,,,IND,6797.0
189,Karnataka,1957,69,1,DEODURG,GEN,SIVANNA,M,,,INC,9595.0
190,Karnataka,1957,69,2,DEODURG,GEN,SIDRAMAPPA,M,,,IND,6940.0
191,Karnataka,1957,70,1,MANVI,GEN,BASWARAJESHWARI,F,,,INC,9023.0
192,Karnataka,1957,70,2,MANVI,GEN,ABDUL BASIT,M,,,IND,4964.0
193,Karnataka,1957,70,3,MANVI,GEN,NARAYAN NAIR,M,,,IND,2839.0
194,Karnataka,1957,70,4,MANVI,GEN,HANUMAPPA,M,,,IND,2343.0
195,Karnataka,1957,71,1,LINGSUGUR,GEN,BASANGOUDA,M,,,INC,12672.0
196,Karnataka,1957,71,2,LINGSUGUR,GEN,SHIVSHANKAR RAO VENKAT RAO,M,,,IND,5151.0
197,Karnataka,1957,71,3,LINGSUGUR,GEN,BASSANNA,M,,,IND,1502.0
198,Karnataka,1957,72,1,SINDHANUR,GEN,BASWANTRAO BASSANGOUDA,M,,,INC,11752.0
199,Karnataka,1957,72,2,SINDHANUR,GEN,AMAREGOUDA,M,,,IND,8129.0
200,Karnataka,1957,72,3,SINDHANUR,GEN,BASSAPPA,M,,,IND,3503.0
201,Karnataka,1957,72,4,SINDHANUR,GEN,SHADAKSHARSWAMI,M,,,IND,1049.0
202,Karnataka,1957,73,1,KUSHTAGI,GEN,PUNDLIKAPPA ESWARAPPA,M,,,INC,18226.0
203,Karnataka,1957,73,2,KUSHTAGI,GEN,BASATAPPA KARBASAPPA,M,,,IND,7840.0
204,Karnataka,1957,74,1,YELBURGA,GEN,ALWANDI SHANKARGOUDA,M,,,INC,20548.0
205,Karnataka,1957,74,2,YELBURGA,GEN,SIRUR VEERABHADRAPPA,M,,,IND,14500.0
206,Karnataka,1957,75,1,KOPPAL,GEN,PATIL MALLIKARJUN,M,,,INC,10222.0
207,Karnataka,1957,75,2,KOPPAL,GEN,HUCHAPPAYYANMATHAD PATTADAYYA,M,,,IND,7161.0
208,Karnataka,1957,75,3,KOPPAL,GEN,VIRUPAXAPPA,M,,,IND,2783.0
209,Karnataka,1957,75,4,KOPPAL,GEN,KABBINAD GAVIAPPA,M,,,PSP,878.0
210,Karnataka,1957,76,1,GANGAWATI,GEN,DESAI BHIMSAIN RAO,M,,,INC,12862.0
211,Karnataka,1957,76,2,GANGAWATI,GEN,ACHAPPA ISHWARAPPA,M,,,IND,5243.0
212,Karnataka,1957,76,3,GANGAWATI,GEN,AMAREGOUDA RAMAREDDY,M,,,IND,1986.0
213,Karnataka,1957,76,4,GANGAWATI,GEN,MAHADEVAPPA NARAYANAPPA,M,,,IND,1245.0
214,Karnataka,1957,77,1,HADAGALLI,GEN,M. P. MARISWAMIAH,M,,,INC,20673.0
215,Karnataka,1957,77,2,HADAGALLI,GEN,ANGADI CHENNABASAPPA,M,,,PSP,19671.0
216,Karnataka,1957,78,1,HOSPET,GEN,R. N. NAGAN GOUDA,M,,,INC,15656.0
217,Karnataka,1957,78,2,HOSPET,GEN,MURARAI VENKATASWAMY,M,,,IND,13505.0
218,Karnataka,1957,79,1,SIRUGUPPA,GEN,B. E. RAMIAH,M,,,INC,18361.0
219,Karnataka,1957,79,2,SIRUGUPPA,GEN,C. M. REVANASIDDIAH,M,,,PSP,10416.0
220,Karnataka,1957,79,3,SIRUGUPPA,GEN,S. MAHARUDRA GOUDA,M,,,BJS,1850.0
221,Karnataka,1957,80,1,KURUGODU,GEN,ALLAM SUMANGALAMMA,F,,,INC,18332.0
222,Karnataka,1957,80,2,KURUGODU,GEN,KAVITHALADA DODDABASAPPA,M,,,IND,12946.0
223,Karnataka,1957,81,1,BELLARY,GEN,MUNDLUR GANGAPPA,M,,,IND,18551.0
224,Karnataka,1957,81,2,BELLARY,GEN,ABDUR RAZACK SAB,M,,,INC,14984.0
225,Karnataka,1957,81,3,BELLARY,GEN,A. C. J. DASEN SOLOMON,M,,,IND,1002.0
226,Karnataka,1957,82,1,SANDUR,GEN,H. RAYANA GOUDA,M,,,INC,13955.0
227,Karnataka,1957,82,2,SANDUR,GEN,K. R. SHADAKSHARI GOUD,M,,,IND,10101.0
228,Karnataka,1957,82,3,SANDUR,GEN,K. HUSAIN PEERA SAB,M,,,IND,3536.0
229,Karnataka,1957,83,1,HARAPANAHALLI,SC,M. M. J. SADYOJATHAPAIAH,M,,,PSP,38550.0
230,Karnataka,1957,83,2,HARAPANAHALLI,SC,M. DANAPPA (SC),M,,,PSP,36162.0
231,Karnataka,1957,83,3,HARAPANAHALLI,SC,IJARI SIRASAPPA,M,,,INC,33988.0
232,Karnataka,1957,83,4,HARAPANAHALLI,SC,M. MUNIYA NAIK (SC),M,,,INC,32860.0
233,Karnataka,1957,84,1,MOLAKALMURU,GEN,S. NIJALINGAPPA,M,,,INC,19167.0
234,Karnataka,1957,84,2,MOLAKALMURU,GEN,G. V. ANJANAPPA,M,,,PSP,13758.0
235,Karnataka,1957,85,1,CHALLAKERE,SC,A. BHEEMAPPA NAIK,M,,,INC,35883.0
236,Karnataka,1957,85,2,CHALLAKERE,SC,T. HANUMAIAH (SC),M,,,INC,33283.0
237,Karnataka,1957,85,3,CHALLAKERE,SC,MULKA GOVINDA REDDY,M,,,IND,31170.0
238,Karnataka,1957,85,4,CHALLAKERE,SC,VADDARA YANGATAPPA (SC),M,,,IND,29152.0
239,Karnataka,1957,86,1,DAVANGERE,GEN,K. T. JAMBANNA,M,,,PSP,19568.0
240,Karnataka,1957,86,2,DAVANGERE,GEN,GANJI VEERAPPA,M,,,INC,13157.0
241,Karnataka,1957,86,3,DAVANGERE,GEN,GADAGINAMATADA ANNADANAISH,M,,,IND,582.0
242,Karnataka,1957,87,1,HARIHAR,GEN,M. RAMAPPA,M,,,PSP,22212.0
