,ST_NAME,YEAR,AC_NO,POSITION,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
11647,Karnataka,1994,224,1,SINDGI,GEN,MANAGULI MALLAPPA CHANAVIRAPPA,M,,,JD,45356.0
11648,Karnataka,1994,224,2,SINDGI,GEN,DR. CHOUDHARI RAYAGONDAPPA BHIMANNA,M,,,INC,17137.0
11649,Karnataka,1994,224,3,SINDGI,GEN,JOGUR MALAKAPPA MAHADEVAPPA,M,,,BJP,9661.0
11650,Karnataka,1994,224,4,SINDGI,GEN,DR. KULLOLLI KANTHI RAVA RAMAPPA,M,,,IND,3181.0
11651,Karnataka,1994,224,5,SINDGI,GEN,DR. HIREGOUDAR C.N.,M,,,KCP,812.0
11652,Karnataka,1999,1,1,AURAD,GEN,GUNDAPPA VAKIL,M,,,BJP,31967.0
11653,Karnataka,1999,1,2,AURAD,GEN,GURUPADAPPA NAGMARPALLI,M,,,INC,29182.0
11654,Karnataka,1999,1,3,AURAD,GEN,CHANDERSHEKAR PATIL,M,,,IND,15230.0
11655,Karnataka,1999,1,4,AURAD,GEN,ARUN BAPUSAHEB PATIL,M,,,NCP,13389.0
11656,Karnataka,1999,1,5,AURAD,GEN,RAGHUNATH RAO JADHAV,M,,,JD(S),4388.0
11657,Karnataka,1999,1,6,AURAD,GEN,DR BAJIRAO YADAVRAO PATIL,M,,,BSP,1789.0
11658,Karnataka,1999,1,7,AURAD,GEN,SHRAVANKUMAR BHANDE,M,,,IND,555.0
11659,Karnataka,1999,1,8,AURAD,GEN,MAQDOOM,M,,,IND,321.0
11660,Karnataka,1999,1,9,AURAD,GEN,DR. SHANKAR RAO SONALWADI,M,,,IND,111.0
11661,Karnataka,1999,1,10,AURAD,GEN,RAMRAO VITHALRAO PAITL,M,,,IND,99.0
11662,Karnataka,1999,2,1,BHALKI,GEN,PRAKASH KHANDRE,M,,,BJP,47132.0
11663,Karnataka,1999,2,2,BHALKI,GEN,DR. VIJAYAKUMAR BHIMANNA KHANDRE,M,,,INC,36805.0
11664,Karnataka,1999,2,3,BHALKI,GEN,SHIVAJRAJ PATIL MALCHAPUR,M,,,JD(S),1054.0
11665,Karnataka,1999,2,4,BHALKI,GEN,BHIMANNA KOLLE,M,,,BSP,660.0
11666,Karnataka,1999,2,5,BHALKI,GEN,SIDRAMAYYA S SWAMI,M,,,ABHS,177.0
11667,Karnataka,1999,3,1,HULSOOR,SC,RAJENDRA VERMA,M,,,BJP,32189.0
11668,Karnataka,1999,3,2,HULSOOR,SC,SHIVARAJ HASANKAR,M,,,INC,19732.0
11669,Karnataka,1999,3,3,HULSOOR,SC,SHRAVAN KUMAR M GAIKWAD,M,,,JD(S),11573.0
11670,Karnataka,1999,3,4,HULSOOR,SC,B. VITHAL DAKULAGI,M,,,BSP,1899.0
11671,Karnataka,1999,3,5,HULSOOR,SC,MILIND BALIRAM (GURUJI),M,,,RPI,1746.0
11672,Karnataka,1999,3,6,HULSOOR,SC,RAJENDRA GOPU CHAWAN,M,,,IND,1492.0
11673,Karnataka,1999,3,7,HULSOOR,SC,L.K. CHAWAN,M,,,IND,1102.0
11674,Karnataka,1999,3,8,HULSOOR,SC,PYAGE VAIJANATH,M,,,IND,892.0
11675,Karnataka,1999,3,9,HULSOOR,SC,H.MAHADEVI,F,,,IND,780.0
11676,Karnataka,1999,3,10,HULSOOR,SC,BALURKAR NARYAN,M,,,IND,451.0
11677,Karnataka,1999,3,11,HULSOOR,SC,VITHAL SIPPIKAR,M,,,IND,151.0
11678,Karnataka,1999,4,1,BIDAR,GEN,RAMESHKUMAR PANDE,M,,,BJP,44270.0
11679,Karnataka,1999,4,2,BIDAR,GEN,BANDEPPA MANIKAPPA KHASIMPUR,M,,,INC,42180.0
11680,Karnataka,1999,4,3,BIDAR,GEN,SYED ZULFEQAR HASHAMI,M,,,BSP,41699.0
11681,Karnataka,1999,4,4,BIDAR,GEN,N.F.SHAHEEN PATEL,M,,,JD(S),1415.0
11682,Karnataka,1999,4,5,BIDAR,GEN,AFSAR KHAN GADGI BASHEER KHAN GADGI,M,,,IND,651.0
11683,Karnataka,1999,4,6,BIDAR,GEN,SURESH SWAMY MANHALLI,M,,,IND,277.0
11684,Karnataka,1999,4,7,BIDAR,GEN,HUDGE VISHWANATH BASAPPA CHIDRI,M,,,IND,226.0
11685,Karnataka,1999,4,8,BIDAR,GEN,SYED MUJAHEED ALI SYED SADIQ ALI HAMILAPUR,M,,,IND,163.0
11686,Karnataka,1999,4,9,BIDAR,GEN,M.A.HANNAN MALIK,M,,,IND,98.0
11687,Karnataka,1999,5,1,HUMNABAD,GEN,SUBHAS KALLUR,M,,,BJP,35438.0
11688,Karnataka,1999,5,2,HUMNABAD,GEN,RAJASHEKHAR BASAVARAJ PATIL,M,,,INC,31868.0
11689,Karnataka,1999,5,3,HUMNABAD,GEN,MERAJUDDIN PATEL,M,,,JD(S),26099.0
11690,Karnataka,1999,5,4,HUMNABAD,GEN,DEVENDRAKUMAR ASST. COMMI. (RETD.),M,,,IND,2166.0
11691,Karnataka,1999,5,5,HUMNABAD,GEN,SUDERSHAN MADEPPA MALGE,M,,,IND,766.0
11692,Karnataka,1999,5,6,HUMNABAD,GEN,SHAKEEL AHMED SHAMMAN,M,,,BSP,643.0
11693,Karnataka,1999,5,7,HUMNABAD,GEN,NARASAPPA LACHAPPA MUTTANGI,M,,,IND,263.0
11694,Karnataka,1999,6,1,BASAVAKALYAN,GEN,M.G.MULE,M,,,JD(S),48166.0
11695,Karnataka,1999,6,2,BASAVAKALYAN,GEN,BASAWARAJ PATIL ATTUR,M,,,JD(U),29002.0
11696,Karnataka,1999,6,3,BASAVAKALYAN,GEN,SHANTAPPA G PATIL,M,,,NCP,5381.0
11697,Karnataka,1999,6,4,BASAVAKALYAN,GEN,GUNDAPPA SHERIKAR JANAWADA,M,,,IND,4880.0
11698,Karnataka,1999,6,5,BASAVAKALYAN,GEN,MEER JAHANGIR ALI,M,,,INC,3574.0
11699,Karnataka,1999,6,6,BASAVAKALYAN,GEN,SHARADKUMAR GANURE,M,,,IND,1924.0
11700,Karnataka,1999,6,7,BASAVAKALYAN,GEN,DR.AMARANATH JAMADAR,M,,,BSP,1541.0
11701,Karnataka,1999,6,8,BASAVAKALYAN,GEN,SARDAR KHAN,M,,,IND,694.0
11702,Karnataka,1999,7,1,CHINCHOLI,GEN,KAILASHNATH PATIL,M,,,INC,42814.0
11703,Karnataka,1999,7,2,CHINCHOLI,GEN,VAIJNATH PATIL,M,,,JD(S),16551.0
11704,Karnataka,1999,7,3,CHINCHOLI,GEN,SHIVASHARNAPPA JAPATTI,M,,,BJP,15724.0
11705,Karnataka,1999,7,4,CHINCHOLI,GEN,SYED MASTAN ALI,M,,,IND,3462.0
11706,Karnataka,1999,7,5,CHINCHOLI,GEN,R.R.PATIL,M,,,SP,2047.0
11707,Karnataka,1999,7,6,CHINCHOLI,GEN,DR. H.S. SHIVPUR,M,,,BSP,731.0
11708,Karnataka,1999,7,7,CHINCHOLI,GEN,UMA PATIL,F,,,IND,410.0
11709,Karnataka,1999,8,1,KAMALAPUR,SC,REVUNAIK BELAMGI,M,,,BJP,27531.0
11710,Karnataka,1999,8,2,KAMALAPUR,SC,G.RAMKRISHNA,M,,,INC,18981.0
11711,Karnataka,1999,8,3,KAMALAPUR,SC,MARUTHI MANAPADE,M,,,CPM,14043.0
11712,Karnataka,1999,8,4,KAMALAPUR,SC,SUBHASH V RATHOD,M,,,JD(S),6231.0
11713,Karnataka,1999,8,5,KAMALAPUR,SC,MAHADEVI H BHIMAPURE,F,,,BSP,1302.0
11714,Karnataka,1999,8,6,KAMALAPUR,SC,TIPPANNA WADAIRAJ,M,,,SP,931.0
11715,Karnataka,1999,8,7,KAMALAPUR,SC,JADHAV S.M.,M,,,IND,391.0
11716,Karnataka,1999,9,1,ALAND,GEN,GUTTEDAR SUBHASH RUKMAYYA,M,,,JD(S),29762.0
11717,Karnataka,1999,9,2,ALAND,GEN,B.R.PATIL,M,,,JD(U),27451.0
11718,Karnataka,1999,9,3,ALAND,GEN,DR. VIJAYA DIGAMBAR RAO KALMANKAR,M,,,INC,12146.0
11719,Karnataka,1999,9,4,ALAND,GEN,APPARAO M PATIL,M,,,IND,4083.0
11720,Karnataka,1999,9,5,ALAND,GEN,MAWALA MULLA,M,,,CPI,2240.0
11721,Karnataka,1999,9,6,ALAND,GEN,LIYAKAT ALI,M,,,BSP,535.0
11722,Karnataka,1999,9,7,ALAND,GEN,ASHOK KULKARNI MURALIDHAR RAO,M,,,IND,318.0
11723,Karnataka,1999,10,1,GULBARGA,GEN,QAMARUL ISLAM,M,,,INC,79225.0
11724,Karnataka,1999,10,2,GULBARGA,GEN,CHANDRASHEKHAR D PATIL RAVOOR,M,,,BJP,67446.0
11725,Karnataka,1999,10,3,GULBARGA,GEN,S.K.KANTA,M,,,JD(U),11704.0
11726,Karnataka,1999,10,4,GULBARGA,GEN,ASHFAQ CHULBUL,M,,,JD(S),3317.0
11727,Karnataka,1999,10,5,GULBARGA,GEN,QAUM PATEL,M,,,SP,505.0
11728,Karnataka,1999,11,1,SHAHABAD,SC,BABURAO CHAVHAN,M,,,INC,38072.0
11729,Karnataka,1999,11,2,SHAHABAD,SC,VALMIK KAMALU NAIK,M,,,BJP,30206.0
11730,Karnataka,1999,11,3,SHAHABAD,SC,C. GURUNATH,M,,,JD(U),12777.0
11731,Karnataka,1999,11,4,SHAHABAD,SC,DR. S.H. KATTI,M,,,BSP,5769.0
11732,Karnataka,1999,11,5,SHAHABAD,SC,ASHOK LAKHE,M,,,JD(S),3441.0
11733,Karnataka,1999,11,6,SHAHABAD,SC,MAPANNA HADANUR,M,,,IND,1636.0
11734,Karnataka,1999,12,1,AFZALPUR,GEN,MALIKAYYA VENKAYYA GUTTEDAR,M,,,JD(S),32896.0
11735,Karnataka,1999,12,2,AFZALPUR,GEN,M.Y.PATIL,M,,,INC,31061.0
11736,Karnataka,1999,12,3,AFZALPUR,GEN,VITHAL HEROOR,M,,,BSP,10789.0
11737,Karnataka,1999,12,4,AFZALPUR,GEN,HUCHAPPA GOUR,M,,,IND,6183.0
11738,Karnataka,1999,12,5,AFZALPUR,GEN,SIDRAMAPPA SIDDAPPA HIRUKURUBAR,M,,,BJP,5168.0
11739,Karnataka,1999,12,6,AFZALPUR,GEN,GURUSHANT PATTEDAR,M,,,JD(U),115.0
11740,Karnataka,1999,13,1,CHITTAPUR,GEN,BABU RAO BASWANNAPPA CHINCHANSOOR,M,,,INC,39919.0
11741,Karnataka,1999,13,2,CHITTAPUR,GEN,VISHWANATH PATIL HEBBAL,M,,,JD(U),31863.0
11742,Karnataka,1999,13,3,CHITTAPUR,GEN,VISHWANATH MALAKAPPA,M,,,IND,1883.0
11743,Karnataka,1999,13,4,CHITTAPUR,GEN,MOHAMMED ISMAIL KHASIM SAB,M,,,SP,638.0
11744,Karnataka,1999,13,5,CHITTAPUR,GEN,ANNA RAO SANNURKAR,M,,,JD(S),633.0
11745,Karnataka,1999,13,6,CHITTAPUR,GEN,ANNAPPA MAKIKAPPA NAGOOR,M,,,IND,550.0
11746,Karnataka,1999,13,7,CHITTAPUR,GEN,M MASHAK ALI A GAFOOR,M,,,IND,339.0
11747,Karnataka,1999,14,1,SEDAM,GEN,BASAVANATHREDDY MOTHAKPALLI,M,,,INC,44210.0
11748,Karnataka,1999,14,2,SEDAM,GEN,CHANDRASHEKAR REDDY DESHMUKH MADANA,M,,,JD(U),20526.0
11749,Karnataka,1999,14,3,SEDAM,GEN,DR. SHIVASHANKAR TALLALLI,M,,,JD(S),6920.0
11750,Karnataka,1999,14,4,SEDAM,GEN,SRINIVAS DESHPANDE,M,,,IND,6025.0
11751,Karnataka,1999,14,5,SEDAM,GEN,RAMANNA PEERAPPA YELLI,M,,,BSP,1859.0
11752,Karnataka,1999,14,6,SEDAM,GEN,SHANKAR KODLA,M,,,IND,1609.0
11753,Karnataka,1999,15,1,JEVARGI,GEN,DHARMASINGH NARAYANASINGH,M,,,INC,37510.0
11754,Karnataka,1999,15,2,JEVARGI,GEN,SHIVALINGAPPA PATIL NARIBOLE,M,,,BJP,35549.0
11755,Karnataka,1999,15,3,JEVARGI,GEN,KEDARLINGAYYA HIREMATH,M,,,JD(S),7715.0
11756,Karnataka,1999,15,4,JEVARGI,GEN,SHIVALINGAPPA KINNUR HARWAL,M,,,BSP,4577.0
11757,Karnataka,1999,15,5,JEVARGI,GEN,BALAPPA DUNDAPPA IRAWWAGOL,M,,,IND,1541.0
11758,Karnataka,1999,16,1,GURMITKAL,SC,MALLIKARJUN KHARGE,M,,,INC,54569.0
11759,Karnataka,1999,16,2,GURMITKAL,SC,ASHOK GURUJI,M,,,JD(U),7445.0
11760,Karnataka,1999,16,3,GURMITKAL,SC,TIMMANNA HEDGIMADRI,M,,,JD(S),6986.0
11761,Karnataka,1999,16,4,GURMITKAL,SC,SHANTARAJ MOTANALLI,M,,,BSP,1231.0
11762,Karnataka,1999,16,5,GURMITKAL,SC,A. BUGGAYYA,M,,,IND,864.0
11763,Karnataka,1999,17,1,YADGIR,GEN,DR. A.B.MALAKAREDDY,M,,,INC,33242.0
11764,Karnataka,1999,17,2,YADGIR,GEN,DR. VEERABASWANTHREDDY,M,,,JD(U),22380.0
11765,Karnataka,1999,17,3,YADGIR,GEN,MOULALI ANPUR,M,,,IND,8903.0
11766,Karnataka,1999,17,4,YADGIR,GEN,SIDDANNA,M,,,JD(S),8703.0
11767,Karnataka,1999,17,5,YADGIR,GEN,DR. LINGANAGOUDA,M,,,BSP,1042.0
11768,Karnataka,1999,18,1,SHAHAPUR,GEN,SHIVASHEKHARAPPAGOUDA SIRWAL,M,,,INC,47963.0
11769,Karnataka,1999,18,2,SHAHAPUR,GEN,SHARANABASAPPA DARSHANAPUR,M,,,JD(U),40339.0
11770,Karnataka,1999,18,3,SHAHAPUR,GEN,RAJA VENKATAPPA NAYAK,M,,,JD(S),2921.0
11771,Karnataka,1999,18,4,SHAHAPUR,GEN,SHIVARAJ JAGAPPA ALABNUR,M,,,IND,1595.0
11772,Karnataka,1999,18,5,SHAHAPUR,GEN,BASAVARAJ SHARANAPPA DESAI KEMBHAVI,M,,,SP,1421.0
11773,Karnataka,1999,19,1,SHORAPUR,GEN,RAJA VENKATAPPA NAIK,M,,,INC,45351.0
11774,Karnataka,1999,19,2,SHORAPUR,GEN,SHIVANNA MANGIHAL,M,,,IND,24901.0
11775,Karnataka,1999,19,3,SHORAPUR,GEN,RAJA MADANGOPAL NAIK,M,,,IND,20195.0
11776,Karnataka,1999,19,4,SHORAPUR,GEN,J.VENUGOPAL,M,,,BJP,4273.0
11777,Karnataka,1999,19,5,SHORAPUR,GEN,NINGANNA CHINCHODI,M,,,JD(S),1946.0
11778,Karnataka,1999,19,6,SHORAPUR,GEN,GHANSHAMDAS TIWARI,M,,,IND,945.0
11779,Karnataka,1999,19,7,SHORAPUR,GEN,APPA SAB,M,,,BSP,241.0
11780,Karnataka,1999,20,1,DEODURG,SC,AKKARAKI YELLAPPA BANGAPPA,M,,,INC,39973.0
11781,Karnataka,1999,20,2,DEODURG,SC,SHIVALINGASWAMI,M,,,JD(U),14602.0
11782,Karnataka,1999,20,3,DEODURG,SC,R. THIMMAYYA,M,,,BJP,9112.0
11783,Karnataka,1999,20,4,DEODURG,SC,CHANDRAPPA,M,,,CPM,5519.0
11784,Karnataka,1999,21,1,RAICHUR,GEN,SYED YASIN,M,,,INC,35484.0
11785,Karnataka,1999,21,2,RAICHUR,GEN,AHUJA PAPA REDDY,M,,,BJP,29928.0
11786,Karnataka,1999,21,3,RAICHUR,GEN,M.S. PATIL,M,,,JD(U),21175.0
11787,Karnataka,1999,21,4,RAICHUR,GEN,G.RAMACHANDRA REDDY,M,,,JD(S),1686.0
11788,Karnataka,1999,21,5,RAICHUR,GEN,M. VIRUPAKASHI,M,,,BSP,1496.0
11789,Karnataka,1999,21,6,RAICHUR,GEN,U. BHEEMAREDDY,M,,,IND,942.0
11790,Karnataka,1999,21,7,RAICHUR,GEN,KHALEEL KHAN,M,,,IND,718.0
11791,Karnataka,1999,21,8,RAICHUR,GEN,V.H. MASTER,M,,,IND,347.0
11792,Karnataka,1999,21,9,RAICHUR,GEN,V.R. KULKARNI,M,,,IND,330.0
11793,Karnataka,1999,21,10,RAICHUR,GEN,VAJENDRACHAR KURDIKAR,M,,,IND,299.0
11794,Karnataka,1999,21,11,RAICHUR,GEN,MOHAMMED OMAR SAB,M,,,IND,167.0
11795,Karnataka,1999,21,12,RAICHUR,GEN,UMESH VENKATAPUR,M,,,IND,139.0
11796,Karnataka,1999,22,1,KALMALA,GEN,RAJA AMRESHWARA NAIK,M,,,INC,27691.0
11797,Karnataka,1999,22,2,KALMALA,GEN,SHANKAR GOWDA HARAVI,M,,,BJP,26077.0
11798,Karnataka,1999,22,3,KALMALA,GEN,B. MUNIYAPPA,M,,,JD(S),14968.0
11799,Karnataka,1999,22,4,KALMALA,GEN,DEVAMITRA,M,,,IND,4018.0
11800,Karnataka,1999,22,5,KALMALA,GEN,ANTHONY MATHEW,M,,,IND,3002.0
11801,Karnataka,1999,22,6,KALMALA,GEN,RAJA PANDURANGA NAYAK,M,,,IND,2303.0
11802,Karnataka,1999,22,7,KALMALA,GEN,SHIVA REDDY,M,,,BSP,1849.0
11803,Karnataka,1999,22,8,KALMALA,GEN,SAKHAMURU RAMAGOPAL,M,,,IND,1153.0
11804,Karnataka,1999,22,9,KALMALA,GEN,SAI BABA,M,,,IND,233.0
11805,Karnataka,1999,23,1,MANVI,GEN,BOSERAJU N.S,M,,,INC,43400.0
11806,Karnataka,1999,23,2,MANVI,GEN,BASANAGOUDA BYAGAWAT,M,,,BJP,24890.0
11807,Karnataka,1999,23,3,MANVI,GEN,GANGADHAR NAYAKA,M,,,JD(S),10266.0
11808,Karnataka,1999,23,4,MANVI,GEN,M.D. NANJUNDASWAMY,M,,,IND,2930.0
11809,Karnataka,1999,23,5,MANVI,GEN,N. JAGADEESH PRASAD,M,,,IND,1580.0
11810,Karnataka,1999,23,6,MANVI,GEN,KANAKAPPA TONDEPPA TORANADINNI,M,,,IND,750.0
11811,Karnataka,1999,23,7,MANVI,GEN,DODDANAGOUD,M,,,IND,653.0
11812,Karnataka,1999,23,8,MANVI,GEN,SYED ABDUL SATTAR SYDE M.ABDUL RAHIM,M,,,IND,370.0
11813,Karnataka,1999,24,1,LINGSUGUR,GEN,AMAREGOUDA BAYYAPUR LINGANAGOUDA,M,,,JD(U),31684.0
11814,Karnataka,1999,24,2,LINGSUGUR,GEN,BASAWARAJ PATIL ANWARI,M,,,INC,28626.0
11815,Karnataka,1999,24,3,LINGSUGUR,GEN,RAJA AMARAPPA NAIK,M,,,IND,15731.0
11816,Karnataka,1999,24,4,LINGSUGUR,GEN,HANUMANTHAPPA YAMANAPPA TOGARI,M,,,JD(S),10661.0
11817,Karnataka,1999,24,5,LINGSUGUR,GEN,SHEKARAYYA HUSENAPPA,M,,,IND,1423.0
11818,Karnataka,1999,25,1,SINDHANUR,GEN,HAMPANAGOUDA BADARLI,M,,,JD(U),64853.0
11819,Karnataka,1999,25,2,SINDHANUR,GEN,K.VIRUPAKSHAPPA,M,,,INC,59367.0
11820,Karnataka,1999,25,3,SINDHANUR,GEN,HULIGEPPA BADIGER,M,,,IND,930.0
11821,Karnataka,1999,25,4,SINDHANUR,GEN,BASHUMIYAN,M,,,CPI,815.0
11822,Karnataka,1999,25,5,SINDHANUR,GEN,GULAPPA,M,,,IND,626.0
11823,Karnataka,1999,25,6,SINDHANUR,GEN,NALLA SRIRAMALU,M,,,JD(S),326.0
11824,Karnataka,1999,26,1,KUSHTAGI,GEN,HASANASAB NABEESAB DOTIHAL,M,,,INC,41200.0
11825,Karnataka,1999,26,2,KUSHTAGI,GEN,K SHARANAPPA VAKEELARU,M,,,JD(S),25256.0
11826,Karnataka,1999,26,3,KUSHTAGI,GEN,SHYAMARAO HIRE GONNAGAR,M,,,BJP,11701.0
11827,Karnataka,1999,26,4,KUSHTAGI,GEN,CHANNANAGOUDA VIRUPAXAGOUDA MALI PATEEL,M,,,KRRS,4984.0
11828,Karnataka,1999,26,5,KUSHTAGI,GEN,HAJIBEG DRIVER MUDAGAL,M,,,IND,2266.0
11829,Karnataka,1999,26,6,KUSHTAGI,GEN,THAVARASING ROOPSING,M,,,IND,1832.0
11830,Karnataka,1999,27,1,YELBURGA,GEN,SHIVASHARANAPPA GOUDA PATIL,M,,,INC,28706.0
11831,Karnataka,1999,27,2,YELBURGA,GEN,HALAPPA BASAPPA ACHAR,M,,,JD(U),24993.0
11832,Karnataka,1999,27,3,YELBURGA,GEN,"ESHANNA, LAKKAPPA, GULAGANNAVAR",M,,,BJP,17016.0
11833,Karnataka,1999,27,4,YELBURGA,GEN,VEERANAGOUDA SHIVASHANTAGOWDA POLICE PATIL,M,,,JD(S),11359.0
11834,Karnataka,1999,28,1,KANAKAGIRI,GEN,M MALIKARJUN NAGAPPA,M,,,INC,55808.0
11835,Karnataka,1999,28,2,KANAKAGIRI,GEN,NAGAPPA BHEEMAPPA SALONI,M,,,JD(U),32601.0
11836,Karnataka,1999,28,3,KANAKAGIRI,GEN,K RAMOJAPPA,M,,,BSP,1779.0
11837,Karnataka,1999,28,4,KANAKAGIRI,GEN,THIPPE RUDRASWAMY A,M,,,KRRS,1733.0
11838,Karnataka,1999,28,5,KANAKAGIRI,GEN,SAROJAMMA,F,,,JD(S),1169.0
11839,Karnataka,1999,28,6,KANAKAGIRI,GEN,S V PATIL,M,,,IND,596.0
11840,Karnataka,1999,28,7,KANAKAGIRI,GEN,VEERA BASAPPA,M,,,IND,267.0
11841,Karnataka,1999,29,1,GANGAWATI,GEN,SRIRANGADEVARAYALU,M,,,INC,45853.0
11842,Karnataka,1999,29,2,GANGAWATI,GEN,H GIRE GOUDA,M,,,BJP,28291.0
11843,Karnataka,1999,29,3,GANGAWATI,GEN,T JANARDHAN,M,,,IND,7456.0
11844,Karnataka,1999,29,4,GANGAWATI,GEN,NOORUDDIN QUADRI,M,,,JD(S),3521.0
11845,Karnataka,1999,29,5,GANGAWATI,GEN,HANUMANTHAPPA GUNNAL,M,,,BSP,2572.0
11846,Karnataka,1999,29,6,GANGAWATI,GEN,VIRUPAKSHA GOUDA AYYANA GOUDA POLICE PATIL,M,,,IND,2054.0
11847,Karnataka,1999,29,7,GANGAWATI,GEN,G KRISHNA SWAMY,M,,,IND,963.0
11848,Karnataka,1999,29,8,GANGAWATI,GEN,GINNIS HOTTEPAKSHA RANGASWAMY,M,,,IND,872.0
11849,Karnataka,1999,30,1,KOPPAL,GEN,KARADI SANGANNA AMARAPPA,M,,,JD(U),46441.0
11850,Karnataka,1999,30,2,KOPPAL,GEN,K BASAVARAJ HITNAL,M,,,JD(S),25812.0
11851,Karnataka,1999,30,3,KOPPAL,GEN,ANDANAPPA AGADI,M,,,INC,23637.0
11852,Karnataka,1999,31,1,SIRUGUPPA,GEN,M. SHANKAR REDDY,M,,,INC,51742.0
11853,Karnataka,1999,31,2,SIRUGUPPA,GEN,T.M. CHANDRASHEKHARIAH,M,,,JD(U),28843.0
11854,Karnataka,1999,31,3,SIRUGUPPA,GEN,M.S.SOMALINGAPPA,M,,,IND,19930.0
11855,Karnataka,1999,31,4,SIRUGUPPA,GEN,PUJARI MALLESHAPPA,M,,,JD(S),9169.0
11856,Karnataka,1999,31,5,SIRUGUPPA,GEN,A.ABDUL NABI,M,,,BSP,1254.0
11857,Karnataka,1999,31,6,SIRUGUPPA,GEN,RAMADAS,M,,,IND,803.0
11858,Karnataka,1999,32,1,KURUGODU,GEN,ALLUM VEERABHADRAPPA,M,,,INC,47395.0
11859,Karnataka,1999,32,2,KURUGODU,GEN,N SURYANARAYANA REDDY,M,,,BJP,42987.0
11860,Karnataka,1999,32,3,KURUGODU,GEN,Y NETTAKALLAPPA,M,,,JD(S),9038.0
11861,Karnataka,1999,32,4,KURUGODU,GEN,ANJINAPPA CHELLAGURKI,M,,,BSP,4027.0
11862,Karnataka,1999,32,5,KURUGODU,GEN,R BASHEER AHAMED,M,,,IND,142.0
11863,Karnataka,1999,33,1,BELLARY,GEN,DIWAKER BABU M,M,,,INC,55441.0
11864,Karnataka,1999,33,2,BELLARY,GEN,SRIRAMULU B,M,,,BJP,46508.0
11865,Karnataka,1999,33,3,BELLARY,GEN,P VALLI SAB,M,,,IND,989.0
11866,Karnataka,1999,33,4,BELLARY,GEN,SAYYED KARIMULLA,M,,,IND,726.0
11867,Karnataka,1999,33,5,BELLARY,GEN,K SOMASHEKAR,M,,,IND,721.0
11868,Karnataka,1999,33,6,BELLARY,GEN,MOHAMMED GHOUSE,M,,,JD(S),507.0
11869,Karnataka,1999,33,7,BELLARY,GEN,BV GOPALAKRISHNA,M,,,IND,93.0
11870,Karnataka,1999,33,8,BELLARY,GEN,SANNA PAKKIRAPPA,M,,,IND,57.0
11871,Karnataka,1999,33,9,BELLARY,GEN,J GOPINATH,M,,,IND,45.0
11872,Karnataka,1999,33,10,BELLARY,GEN,N SURESH BABU,M,,,IND,39.0
11873,Karnataka,1999,34,1,HOSPET,GEN,JAYALAKSHMI GUJJAL,F,,,INC,47220.0
11874,Karnataka,1999,34,2,HOSPET,GEN,G SHANKARGOUD,M,,,BJP,36015.0
11875,Karnataka,1999,34,3,HOSPET,GEN,S PRASANNAKUMAR,M,,,CPM,4103.0
11876,Karnataka,1999,34,4,HOSPET,GEN,KAVIRAJU,M,,,IND,2977.0
11877,Karnataka,1999,34,5,HOSPET,GEN,V VENKATESHWARA REDDY,M,,,JD(S),1371.0
11878,Karnataka,1999,34,6,HOSPET,GEN,B SHOWKATH ALI,M,,,IND,1102.0
11879,Karnataka,1999,34,7,HOSPET,GEN,DAKI REDDY K,M,,,PPOI,836.0
11880,Karnataka,1999,34,8,HOSPET,GEN,K AMEER BASHA,M,,,IND,372.0
11881,Karnataka,1999,35,1,SANDUR,GEN,MY GHORPADE,M,,,INC,47681.0
11882,Karnataka,1999,35,2,SANDUR,GEN,HEEROJI LAD,M,,,JD(U),38688.0
11883,Karnataka,1999,35,3,SANDUR,GEN,KURUBARA POMPANNA,M,,,JD(S),1961.0
11884,Karnataka,1999,35,4,SANDUR,GEN,GM RAGHUNATH,M,,,BSP,1547.0
11885,Karnataka,1999,36,1,KUDLIGI,GEN,SIRAJ SHAIK,M,,,INC,39825.0
11886,Karnataka,1999,36,2,KUDLIGI,GEN,NT BOMMANNA,M,,,BJP,21732.0
11887,Karnataka,1999,36,3,KUDLIGI,GEN,NM NABI,M,,,JD(S),13572.0
11888,Karnataka,1999,36,4,KUDLIGI,GEN,JM RATNA NAIK,M,,,IND,11293.0
11889,Karnataka,1999,36,5,KUDLIGI,GEN,ANGADI GAVISIDDAPPA,M,,,IND,7049.0
11890,Karnataka,1999,36,6,KUDLIGI,GEN,M YERRISWAMY,M,,,IND,1134.0
11891,Karnataka,1999,36,7,KUDLIGI,GEN,K RAMAPPA,M,,,IND,983.0
11892,Karnataka,1999,37,1,KOTTUR,GEN,T BHAGIRATHI MARULA SIDDANA GOUDA,F,,,INC,49366.0
11893,Karnataka,1999,37,2,KOTTUR,GEN,MMJ SWAROOPANANDA,M,,,JD(U),39732.0
11894,Karnataka,1999,37,3,KOTTUR,GEN,G VEERANNA,M,,,KRRS,4386.0
11895,Karnataka,1999,37,4,KOTTUR,GEN,BUDALU BASAPPA,M,,,JD(S),1051.0
11896,Karnataka,1999,37,5,KOTTUR,GEN,MG SWAMY,M,,,IND,739.0
11897,Karnataka,1999,38,1,HADAGALLI,GEN,VB HALAPPA,M,,,INC,51434.0
